,time,Confirmed,Deaths,Recovered,Tested,Testing,Negative,tConfirmed,tDeaths,tRecovered,tTesting
0,20210225T00:00:00Z,88516,1581,79487,6551214,68672,6394026,396,5,437,-6316
1,20210226T00:00:00Z,88906,1585,79880,6590050,68942,6432202,390,4,393,270
2,20210227T00:00:00Z,89321,1595,80333,6627215,68989,6468905,415,10,453,47
