,time,Confirmed,Deaths,Recovered,Tested,Testing,Negative,tConfirmed,tDeaths,tRecovered,tTesting
0,20210224T00:00:00Z,88120,1576,79050,6510988,74988,6347880,88120,1576,79050,74988
1,20210225T00:00:00Z,88515,1581,79487,6551213,68672,6394026,395,5,437,-6316
2,20210226T00:00:00Z,88905,1585,79880,6590049,68942,6432202,390,4,393,270
3,20210227T00:00:00Z,89320,1595,80333,6627214,68989,6468905,415,10,453,47
4,20210228T00:00:00Z,89676,1603,80697,6649006,72889,6486441,356,8,364,3900
