time,City,Confirmed,Death,Recovered,Incidence
3243,20200822T00:00:00Z,대전,190,2,164,12.89
3244,20200822T00:00:00Z,울산,72,1,58,6.28
3245,20200822T00:00:00Z,세종,57,0,50,16.65
3246,20200822T00:00:00Z,경기,2402,33,1550,18.13
3247,20200822T00:00:00Z,강원,120,3,74,7.79
3248,20200822T00:00:00Z,충북,95,0,78,5.94
3249,20200822T00:00:00Z,충남,244,1,192,11.5
3250,20200822T00:00:00Z,전북,67,0,38,3.69
3251,20200822T00:00:00Z,전남,60,0,38,3.22
3252,20200822T00:00:00Z,경북,1435,54,1354,53.9
3253,20200822T00:00:00Z,경남,187,0,165,5.56
3254,20200822T00:00:00Z,제주,28,0,25,4.17
3255,20200822T00:00:00Z,검역,1314,0,1227,-
3256,20200823T00:00:00Z,합계,17399,309,14200,33.56
3257,20200823T00:00:00Z,서울,2889,16,1639,29.68
3258,20200823T00:00:00Z,부산,259,3,173,7.59
3259,20200823T00:00:00Z,대구,6978,191,6753,286.4
3260,20200823T00:00:00Z,인천,523,3,385,17.69
3261,20200823T00:00:00Z,광주,279,2,212,19.15
3262,20200823T00:00:00Z,대전,205,2,164,13.91
3263,20200823T00:00:00Z,울산,75,1,58,6.54
3264,20200823T00:00:00Z,세종,57,0,50,16.65
3265,20200823T00:00:00Z,경기,2527,33,1567,19.07
3266,20200823T00:00:00Z,강원,135,3,74,8.76
3267,20200823T00:00:00Z,충북,98,0,79,6.13
3268,20200823T00:00:00Z,충남,254,1,195,11.97
3269,20200823T00:00:00Z,전북,67,0,38,3.69
3270,20200823T00:00:00Z,전남,74,0,39,3.97
3271,20200823T00:00:00Z,경북,1437,54,1355,53.97
3272,20200823T00:00:00Z,경남,196,0,166,5.83
3273,20200823T00:00:00Z,제주,28,0,25,4.17
3274,20200823T00:00:00Z,검역,1318,0,1228,-
3275,20200824T00:00:00Z,합계,17665,309,14219,34.07
3276,20200824T00:00:00Z,서울,2986,16,1639,30.68
3277,20200824T00:00:00Z,부산,262,3,173,7.68
3278,20200824T00:00:00Z,대구,6978,191,6754,286.40
3279,20200824T00:00:00Z,인천,543,3,385,18.37
3280,20200824T00:00:00Z,광주,280,2,214,19.22
3281,20200824T00:00:00Z,대전,215,2,164,14.58
3282,20200824T00:00:00Z,울산,76,1,58,6.63
3283,20200824T00:00:00Z,세종,60,0,50,17.53
3284,20200824T00:00:00Z,경기,2612,33,1579,19.71
3285,20200824T00:00:00Z,강원,141,3,74,9.15
3286,20200824T00:00:00Z,충북,108,0,79,6.75
3287,20200824T00:00:00Z,충남,262,1,196,12.34
3288,20200824T00:00:00Z,전북,71,0,39,3.91
3289,20200824T00:00:00Z,전남,81,0,39,4.34
3290,20200824T00:00:00Z,경북,1443,54,1355,54.20
3291,20200824T00:00:00Z,경남,197,0,166,5.86
3292,20200824T00:00:00Z,제주,28,0,25,4.17
3293,20200824T00:00:00Z,검역,1322,0,1230,-
3294,20200825T00:00:00Z,합계,17945,310,14286,34.61
3295,20200825T00:00:00Z,서울,3120,16,1671,32.05
3296,20200825T00:00:00Z,부산,265,3,173,7.77
3297,20200825T00:00:00Z,대구,6983,191,6755,286.60
3298,20200825T00:00:00Z,인천,558,3,385,18.88
3299,20200825T00:00:00Z,광주,284,2,214,19.50
3300,20200825T00:00:00Z,대전,226,2,164,15.33
3301,20200825T00:00:00Z,울산,76,1,59,6.63
3302,20200825T00:00:00Z,세종,63,0,50,18.40
3303,20200825T00:00:00Z,경기,2684,33,1598,20.26
3304,20200825T00:00:00Z,강원,149,3,74,9.67
3305,20200825T00:00:00Z,충북,110,1,79,6.88
3306,20200825T00:00:00Z,충남,271,1,197,12.77
3307,20200825T00:00:00Z,전북,75,0,39,4.13
3308,20200825T00:00:00Z,전남,82,0,39,4.40
3309,20200825T00:00:00Z,경북,1444,54,1355,54.23
3310,20200825T00:00:00Z,경남,199,0,166,5.92
3311,20200825T00:00:00Z,제주,31,0,25,4.62
3312,20200825T00:00:00Z,검역,1325,0,1243,-
3313,20200826T00:00:00Z,합계,18265,312,14368,35.23
3314,20200826T00:00:00Z,서울,3232,17,1699,33.20
3315,20200826T00:00:00Z,부산,269,3,180,7.88
3316,20200826T00:00:00Z,대구,6986,191,6755,286.72
3317,20200826T00:00:00Z,인천,585,3,385,19.79
3318,20200826T00:00:00Z,광주,291,2,216,19.98
3319,20200826T00:00:00Z,대전,233,2,164,15.81
3320,20200826T00:00:00Z,울산,78,1,60,6.80
3321,20200826T00:00:00Z,세종,63,0,50,18.40
3322,20200826T00:00:00Z,경기,2782,34,1629,21.00
3323,20200826T00:00:00Z,강원,167,3,77,10.84
3324,20200826T00:00:00Z,충북,110,1,79,6.88
3325,20200826T00:00:00Z,충남,283,1,200,13.33
3326,20200826T00:00:00Z,전북,82,0,39,4.51
3327,20200826T00:00:00Z,전남,95,0,39,5.09
3328,20200826T00:00:00Z,경북,1444,54,1356,54.23
3329,20200826T00:00:00Z,경남,204,0,166,6.07
3330,20200826T00:00:00Z,제주,33,0,25,4.92
3331,20200826T00:00:00Z,검역,1328,0,1249,-
3332,20200827T00:00:00Z,합계,18706,313,14461,36.08
3333,20200827T00:00:00Z,서울,3386,17,1733,34.79
3334,20200827T00:00:00Z,부산,277,3,185,8.12
3335,20200827T00:00:00Z,대구,6999,191,6755,287.26
3336,20200827T00:00:00Z,인천,644,3,386,21.79
3337,20200827T00:00:00Z,광주,330,2,218,22.65
3338,20200827T00:00:00Z,대전,236,2,164,16.01
3339,20200827T00:00:00Z,울산,80,1,61,6.97
3340,20200827T00:00:00Z,세종,63,0,50,18.40
3341,20200827T00:00:00Z,경기,2884,35,1670,21.77
3342,20200827T00:00:00Z,강원,181,3,78,11.75
3343,20200827T00:00:00Z,충북,111,1,80,6.94
3344,20200827T00:00:00Z,충남,298,1,201,14.04
3345,20200827T00:00:00Z,전북,84,0,39,4.62
3346,20200827T00:00:00Z,전남,108,0,39,5.79
3347,20200827T00:00:00Z,경북,1448,54,1356,54.38
3348,20200827T00:00:00Z,경남,212,0,166,6.31
3349,20200827T00:00:00Z,제주,34,0,25,5.07
3350,20200827T00:00:00Z,검역,1331,0,1255,-
3351,20200828T00:00:00Z,합계,19077,316,14551,36.79
3352,20200828T00:00:00Z,서울,3532,19,1762,36.29
3353,20200828T00:00:00Z,부산,285,3,191,8.35
3354,20200828T00:00:00Z,대구,7007,191,6755,287.59
3355,20200828T00:00:00Z,인천,671,3,392,22.70
3356,20200828T00:00:00Z,광주,347,2,220,23.82
3357,20200828T00:00:00Z,대전,239,2,164,16.21
3358,20200828T00:00:00Z,울산,81,1,61,7.06
3359,20200828T00:00:00Z,세종,65,0,50,18.99
3360,20200828T00:00:00Z,경기,2997,36,1706,22.62
3361,20200828T00:00:00Z,강원,184,3,78,11.94
3362,20200828T00:00:00Z,충북,116,1,81,7.25
3363,20200828T00:00:00Z,충남,307,1,201,14.46
3364,20200828T00:00:00Z,전북,86,0,41,4.73
3365,20200828T00:00:00Z,전남,120,0,40,6.44
3366,20200828T00:00:00Z,경북,1449,54,1356,54.42
3367,20200828T00:00:00Z,경남,216,0,166,6.43
3368,20200828T00:00:00Z,제주,36,0,25,5.37
3369,20200828T00:00:00Z,검역,1339,0,1262,-
3370,20200829T00:00:00Z,합계,19400,321,14765,37.42
3371,20200829T00:00:00Z,서울,3657,20,1887,37.57
3372,20200829T00:00:00Z,부산,291,3,193,8.53
3373,20200829T00:00:00Z,대구,7013,191,6755,287.83
3374,20200829T00:00:00Z,인천,691,3,396,23.38
3375,20200829T00:00:00Z,광주,363,2,220,24.92
3376,20200829T00:00:00Z,대전,243,2,165,16.48
3377,20200829T00:00:00Z,울산,81,1,63,7.06
3378,20200829T00:00:00Z,세종,65,0,51,18.99
3379,20200829T00:00:00Z,경기,3101,40,1778,23.40
3380,20200829T00:00:00Z,강원,184,3,78,11.94
3381,20200829T00:00:00Z,충북,122,1,81,7.63
3382,20200829T00:00:00Z,충남,315,1,204,14.84
3383,20200829T00:00:00Z,전북,86,0,41,4.73
3384,20200829T00:00:00Z,전남,129,0,40,6.92
3385,20200829T00:00:00Z,경북,1450,54,1356,54.46
3386,20200829T00:00:00Z,경남,228,0,166,6.78
3387,20200829T00:00:00Z,제주,37,0,26,5.52
3388,20200829T00:00:00Z,검역,1344,0,1265,-
3389,20200830T00:00:00Z,합계,19699,323,14903,37.99
3390,20200830T00:00:00Z,서울,3773,22,1888,38.76
3391,20200830T00:00:00Z,부산,297,3,204,8.71
3392,20200830T00:00:00Z,대구,7043,191,6756,289.06
3393,20200830T00:00:00Z,인천,704,3,414,23.82
3394,20200830T00:00:00Z,광주,365,2,236,25.06
3395,20200830T00:00:00Z,대전,249,2,166,16.89
3396,20200830T00:00:00Z,울산,84,1,63,7.32
3397,20200830T00:00:00Z,세종,66,0,52,19.28
3398,20200830T00:00:00Z,경기,3181,40,1858,24.01
3399,20200830T00:00:00Z,강원,186,3,81,12.07
3400,20200830T00:00:00Z,충북,127,1,83,7.94
3401,20200830T00:00:00Z,충남,323,1,205,15.22
3402,20200830T00:00:00Z,전북,86,0,41,4.73
3403,20200830T00:00:00Z,전남,137,0,42,7.35
3404,20200830T00:00:00Z,경북,1453,54,1356,54.57
3405,20200830T00:00:00Z,경남,235,0,166,6.99
3406,20200830T00:00:00Z,제주,39,0,26,5.81
3407,20200830T00:00:00Z,검역,1351,0,1266,-
3408,20200831T00:00:00Z,합계,19947,324,14973,38.47
3409,20200831T00:00:00Z,서울,3867,23,1899,39.73
3410,20200831T00:00:00Z,부산,301,3,211,8.82
3411,20200831T00:00:00Z,대구,7047,191,6757,289.23
3412,20200831T00:00:00Z,인천,718,3,414,24.29
3413,20200831T00:00:00Z,광주,374,2,237,25.67
3414,20200831T00:00:00Z,대전,256,2,167,17.37
3415,20200831T00:00:00Z,울산,89,1,63,7.76
3416,20200831T00:00:00Z,세종,67,0,52,19.57
3417,20200831T00:00:00Z,경기,3260,40,1906,24.6
3418,20200831T00:00:00Z,강원,189,3,81,12.27
3419,20200831T00:00:00Z,충북,128,1,83,8
3420,20200831T00:00:00Z,충남,332,1,205,15.64
3421,20200831T00:00:00Z,전북,87,0,41,4.79
3422,20200831T00:00:00Z,전남,142,0,42,7.62
3423,20200831T00:00:00Z,경북,1455,54,1356,54.65
3424,20200831T00:00:00Z,경남,236,0,166,7.02
3425,20200831T00:00:00Z,제주,45,0,26,6.71
3426,20200831T00:00:00Z,검역,1354,0,1267,-
3427,20200901T00:00:00Z,합계,20182,324,15198,38.93
3428,20200901T00:00:00Z,서울,3961,23,2001,40.69
3429,20200901T00:00:00Z,부산,304,3,219,8.91
3430,20200901T00:00:00Z,대구,7049,191,6759,289.31
3431,20200901T00:00:00Z,인천,740,3,414,25.03
3432,20200901T00:00:00Z,광주,378,2,237,25.95
3433,20200901T00:00:00Z,대전,264,2,171,17.91
3434,20200901T00:00:00Z,울산,95,1,63,8.28
3435,20200901T00:00:00Z,세종,67,0,52,19.57
3436,20200901T00:00:00Z,경기,3323,40,1990,25.08
3437,20200901T00:00:00Z,강원,193,3,88,12.53
3438,20200901T00:00:00Z,충북,129,1,83,8.07
3439,20200901T00:00:00Z,충남,339,1,214,15.97
3440,20200901T00:00:00Z,전북,87,0,41,4.79
3441,20200901T00:00:00Z,전남,146,0,42,7.83
3442,20200901T00:00:00Z,경북,1464,54,1357,54.99
3443,20200901T00:00:00Z,경남,239,0,171,7.11
3444,20200901T00:00:00Z,제주,46,0,26,6.86
3445,20200901T00:00:00Z,검역,1358,0,1270,-
3446,20200902T00:00:00Z,합계,20449,326,15356,39.44
3447,20200902T00:00:00Z,서울,4062,24,2048,41.73
3448,20200902T00:00:00Z,부산,311,3,219,9.12
3449,20200902T00:00:00Z,대구,7062,191,6763,289.84
3450,20200902T00:00:00Z,인천,751,3,427,25.4
3451,20200902T00:00:00Z,광주,388,2,244,26.64
3452,20200902T00:00:00Z,대전,278,2,178,18.86
3453,20200902T00:00:00Z,울산,100,1,63,8.72
3454,20200902T00:00:00Z,세종,67,0,52,19.57
3455,20200902T00:00:00Z,경기,3407,41,2052,25.71
3456,20200902T00:00:00Z,강원,195,3,92,12.66
3457,20200902T00:00:00Z,충북,130,1,85,8.13
3458,20200902T00:00:00Z,충남,346,1,215,16.3
3459,20200902T00:00:00Z,전북,87,0,46,4.79
3460,20200902T00:00:00Z,전남,149,0,43,7.99
3461,20200902T00:00:00Z,경북,1468,54,1359,55.14
3462,20200902T00:00:00Z,경남,240,0,173,7.14
3463,20200902T00:00:00Z,제주,47,0,27,7.01
3464,20200902T00:00:00Z,검역,1361,0,1270,-
3465,20200903T00:00:00Z,합계,20644,329,15529,39.82
3466,20200903T00:00:00Z,서울,4131,24,2111,42.44
3467,20200903T00:00:00Z,부산,315,4,219,9.23
3468,20200903T00:00:00Z,대구,7065,191,6766,289.97
3469,20200903T00:00:00Z,인천,767,3,436,25.95
3470,20200903T00:00:00Z,광주,394,2,257,27.05
3471,20200903T00:00:00Z,대전,282,3,180,19.13
3472,20200903T00:00:00Z,울산,108,1,66,9.42
3473,20200903T00:00:00Z,세종,67,0,52,19.57
3474,20200903T00:00:00Z,경기,3471,42,2117,26.2
3475,20200903T00:00:00Z,강원,199,3,96,12.92
3476,20200903T00:00:00Z,충북,131,1,87,8.19
3477,20200903T00:00:00Z,충남,353,1,217,16.63
3478,20200903T00:00:00Z,전북,87,0,48,4.79
3479,20200903T00:00:00Z,전남,155,0,43,8.31
3480,20200903T00:00:00Z,경북,1468,54,1360,55.14
3481,20200903T00:00:00Z,경남,240,0,176,7.14
3482,20200903T00:00:00Z,제주,47,0,27,7.01
3483,20200903T00:00:00Z,검역,1364,0,1271,-
3484,20200904T00:00:00Z,합계,20842,331,15783,40.20
3485,20200904T00:00:00Z,서울,4201,24,2176,43.16
3486,20200904T00:00:00Z,부산,319,4,219,9.35
3487,20200904T00:00:00Z,대구,7072,191,6769,290.25
3488,20200904T00:00:00Z,인천,770,3,448,26.05
3489,20200904T00:00:00Z,광주,405,2,268,27.80
3490,20200904T00:00:00Z,대전,286,3,190,19.40
3491,20200904T00:00:00Z,울산,111,1,67,9.68
3492,20200904T00:00:00Z,세종,67,0,55,19.57
3493,20200904T00:00:00Z,경기,3527,44,2210,26.62
3494,20200904T00:00:00Z,강원,202,3,120,13.11
3495,20200904T00:00:00Z,충북,135,1,87,8.44
3496,20200904T00:00:00Z,충남,374,1,225,17.62
3497,20200904T00:00:00Z,전북,87,0,50,4.79
3498,20200904T00:00:00Z,전남,156,0,45,8.37
3499,20200904T00:00:00Z,경북,1472,54,1364,55.29
3500,20200904T00:00:00Z,경남,243,0,181,7.23
3501,20200904T00:00:00Z,제주,47,0,27,7.01
3502,20200904T00:00:00Z,검역,1368,0,1282,-
3503,20200905T00:00:00Z,합계,21010,333,16009,40.52
3504,20200905T00:00:00Z,서울,4251,25,2220,43.67
3505,20200905T00:00:00Z,부산,329,4,236,9.64
3506,20200905T00:00:00Z,대구,7077,191,6783,290.46
3507,20200905T00:00:00Z,인천,784,3,478,26.52
3508,20200905T00:00:00Z,광주,413,2,271,28.35
3509,20200905T00:00:00Z,대전,288,3,197,19.54
3510,20200905T00:00:00Z,울산,112,1,67,9.76
3511,20200905T00:00:00Z,세종,67,0,58,19.57
3512,20200905T00:00:00Z,경기,3578,45,2277,27
3513,20200905T00:00:00Z,강원,205,3,127,13.31
3514,20200905T00:00:00Z,충북,139,1,94,8.69
3515,20200905T00:00:00Z,충남,378,1,230,17.81
3516,20200905T00:00:00Z,전북,89,0,53,4.9
3517,20200905T00:00:00Z,전남,156,0,47,8.37
3518,20200905T00:00:00Z,경북,1473,54,1374,55.32
3519,20200905T00:00:00Z,경남,251,0,188,7.47
3520,20200905T00:00:00Z,제주,48,0,27,7.16
3521,20200905T00:00:00Z,검역,1372,0,1282,-
3522,20200906T00:00:00Z,합계,21177,334,16146,40.84
3523,20200906T00:00:00Z,서울,4314,26,2225,44.32
3524,20200906T00:00:00Z,부산,331,4,243,9.70
3525,20200906T00:00:00Z,대구,7082,191,6785,290.66
3526,20200906T00:00:00Z,인천,796,3,492,26.93
3527,20200906T00:00:00Z,광주,420,2,274,28.83
3528,20200906T00:00:00Z,대전,293,3,197,19.88
3529,20200906T00:00:00Z,울산,113,1,69,9.85
3530,20200906T00:00:00Z,세종,67,0,58,19.57
3531,20200906T00:00:00Z,경기,3625,45,2359,27.36
3532,20200906T00:00:00Z,강원,210,3,133,13.63
3533,20200906T00:00:00Z,충북,141,1,99,8.82
3534,20200906T00:00:00Z,충남,380,1,232,17.90
3535,20200906T00:00:00Z,전북,90,0,53,4.95
3536,20200906T00:00:00Z,전남,159,0,47,8.53
3537,20200906T00:00:00Z,경북,1475,54,1376,55.40
3538,20200906T00:00:00Z,경남,257,0,194,7.65
3539,20200906T00:00:00Z,제주,48,0,27,7.16
3540,20200906T00:00:00Z,검역,1376,0,1283,-
3541,20200907T00:00:00Z,합계,21296,336,16297,41.07
3542,20200907T00:00:00Z,서울,4362,28,2266,44.81
3543,20200907T00:00:00Z,부산,340,4,244,9.97
3544,20200907T00:00:00Z,대구,7084,191,6790,290.75
3545,20200907T00:00:00Z,인천,797,3,505,26.96
3546,20200907T00:00:00Z,광주,429,2,281,29.45
3547,20200907T00:00:00Z,대전,298,3,210,20.22
3548,20200907T00:00:00Z,울산,116,1,69,10.11
3549,20200907T00:00:00Z,세종,67,0,58,19.57
3550,20200907T00:00:00Z,경기,3656,45,2415,27.59
3551,20200907T00:00:00Z,강원,210,3,136,13.63
3552,20200907T00:00:00Z,충북,141,1,100,8.82
3553,20200907T00:00:00Z,충남,383,1,238,18.05
3554,20200907T00:00:00Z,전북,91,0,55,5.01
3555,20200907T00:00:00Z,전남,159,0,47,8.53
3556,20200907T00:00:00Z,경북,1475,54,1379,55.40
3557,20200907T00:00:00Z,경남,260,0,194,7.74
3558,20200907T00:00:00Z,제주,48,0,27,7.16
3559,20200907T00:00:00Z,검역,1380,0,1283,-
3560,20200908T00:00:00Z,합계,21432,341,16636,41.34
3561,20200908T00:00:00Z,서울,4429,32,2437,45.50
3562,20200908T00:00:00Z,부산,341,4,248,9.99
3563,20200908T00:00:00Z,대구,7086,191,6804,290.83
3564,20200908T00:00:00Z,인천,799,3,527,27.03
3565,20200908T00:00:00Z,광주,442,2,288,30.34
3566,20200908T00:00:00Z,대전,302,3,215,20.49
3567,20200908T00:00:00Z,울산,119,1,70,10.37
3568,20200908T00:00:00Z,세종,68,0,60,19.86
3569,20200908T00:00:00Z,경기,3687,46,2497,27.83
3570,20200908T00:00:00Z,강원,210,3,145,13.63
3571,20200908T00:00:00Z,충북,142,1,103,8.88
3572,20200908T00:00:00Z,충남,383,1,242,18.05
3573,20200908T00:00:00Z,전북,94,0,59,5.17
3574,20200908T00:00:00Z,전남,160,0,47,8.58
3575,20200908T00:00:00Z,경북,1478,54,1382,55.51
3576,20200908T00:00:00Z,경남,260,0,198,7.74
3577,20200908T00:00:00Z,제주,48,0,27,7.16
3578,20200908T00:00:00Z,검역,1384,0,1287,-
3579,20200909T00:00:00Z,합계,21588,344,17023,41.64
3580,20200909T00:00:00Z,서울,4478,32,2643,46.01
3581,20200909T00:00:00Z,부산,343,4,260,10.05
3582,20200909T00:00:00Z,대구,7088,191,6804,290.91
3583,20200909T00:00:00Z,인천,800,3,529,27.06
3584,20200909T00:00:00Z,광주,459,2,297,31.51
3585,20200909T00:00:00Z,대전,310,3,218,21.03
3586,20200909T00:00:00Z,울산,123,1,73,10.72
3587,20200909T00:00:00Z,세종,70,0,60,20.45
3588,20200909T00:00:00Z,경기,3742,49,2613,28.24
3589,20200909T00:00:00Z,강원,210,3,154,13.63
3590,20200909T00:00:00Z,충북,143,1,103,8.94
3591,20200909T00:00:00Z,충남,391,1,252,18.42
3592,20200909T00:00:00Z,전북,95,0,65,5.23
3593,20200909T00:00:00Z,전남,161,0,48,8.63
3594,20200909T00:00:00Z,경북,1478,54,1385,55.51
3595,20200909T00:00:00Z,경남,261,0,202,7.76
3596,20200909T00:00:00Z,제주,48,0,27,7.16
3597,20200909T00:00:00Z,검역,1388,0,1290,-
3598,20200910T00:00:00Z,합계,21743,346,17360,41.94
3599,20200910T00:00:00Z,서울,4526,32,2762,46.50
3600,20200910T00:00:00Z,부산,344,4,266,10.08
3601,20200910T00:00:00Z,대구,7089,191,6820,290.95
3602,20200910T00:00:00Z,인천,805,3,577,27.23
3603,20200910T00:00:00Z,광주,464,2,303,31.85
3604,20200910T00:00:00Z,대전,321,3,229,21.78
3605,20200910T00:00:00Z,울산,127,1,75,11.07
3606,20200910T00:00:00Z,세종,70,0,61,20.45
3607,20200910T00:00:00Z,경기,3792,51,2701,28.62
3608,20200910T00:00:00Z,강원,212,3,158,13.76
3609,20200910T00:00:00Z,충북,146,1,108,9.13
3610,20200910T00:00:00Z,충남,403,1,264,18.99
3611,20200910T00:00:00Z,전북,96,0,68,5.28
3612,20200910T00:00:00Z,전남,163,0,50,8.74
3613,20200910T00:00:00Z,경북,1481,54,1386,55.62
3614,20200910T00:00:00Z,경남,262,0,208,7.79
3615,20200910T00:00:00Z,제주,50,0,29,7.45
3616,20200910T00:00:00Z,검역,1392,0,1295,-
3617,20200911T00:00:00Z,합계,21919,350,17616,42.28
3618,20200911T00:00:00Z,서울,4589,34,2837,47.15
3619,20200911T00:00:00Z,부산,347,4,271,10.17
3620,20200911T00:00:00Z,대구,7090,191,6823,290.99
3621,20200911T00:00:00Z,인천,813,3,610,27.50
3622,20200911T00:00:00Z,광주,472,2,321,32.40
3623,20200911T00:00:00Z,대전,332,3,233,22.52
3624,20200911T00:00:00Z,울산,132,1,79,11.51
3625,20200911T00:00:00Z,세종,70,0,62,20.45
3626,20200911T00:00:00Z,경기,3839,53,2776,28.97
3627,20200911T00:00:00Z,강원,212,3,165,13.76
3628,20200911T00:00:00Z,충북,147,1,109,9.19
3629,20200911T00:00:00Z,충남,417,1,274,19.65
3630,20200911T00:00:00Z,전북,96,0,68,5.28
3631,20200911T00:00:00Z,전남,165,0,54,8.85
3632,20200911T00:00:00Z,경북,1483,54,1388,55.70
3633,20200911T00:00:00Z,경남,262,0,208,7.79
3634,20200911T00:00:00Z,제주,52,0,30,7.75
3635,20200911T00:00:00Z,검역,1401,0,1308,-
3636,20200912T00:00:00Z,합계,22055,355,18029,42.54
3637,20200912T00:00:00Z,서울,4639,35,3071,47.66
3638,20200912T00:00:00Z,부산,351,4,280,10.29
3639,20200912T00:00:00Z,대구,7094,191,6834,291.16
3640,20200912T00:00:00Z,인천,821,3,628,27.77
3641,20200912T00:00:00Z,광주,475,3,322,32.61
3642,20200912T00:00:00Z,대전,339,3,241,23.00
3643,20200912T00:00:00Z,울산,133,1,81,11.60
3644,20200912T00:00:00Z,세종,70,0,62,20.45
3645,20200912T00:00:00Z,경기,3871,55,2866,29.21
3646,20200912T00:00:00Z,강원,215,3,169,13.96
3647,20200912T00:00:00Z,충북,147,1,110,9.19
3648,20200912T00:00:00Z,충남,423,2,275,19.93
3649,20200912T00:00:00Z,전북,97,0,69,5.34
3650,20200912T00:00:00Z,전남,166,0,58,8.90
3651,20200912T00:00:00Z,경북,1485,54,1391,55.77
3652,20200912T00:00:00Z,경남,265,0,227,7.88
3653,20200912T00:00:00Z,제주,53,0,33,7.90
3654,20200912T00:00:00Z,검역,1411,0,1312,-
3655,20200913T00:00:00Z,합계,22176,358,18226,42.77
3656,20200913T00:00:00Z,서울,4670,38,3112,47.98
3657,20200913T00:00:00Z,부산,354,4,287,10.38
3658,20200913T00:00:00Z,대구,7108,191,6834,291.73
3659,20200913T00:00:00Z,인천,824,3,636,27.87
3660,20200913T00:00:00Z,광주,478,3,348,32.81
3661,20200913T00:00:00Z,대전,341,3,244,23.13
3662,20200913T00:00:00Z,울산,140,1,85,12.21
3663,20200913T00:00:00Z,세종,70,0,62,20.45
3664,20200913T00:00:00Z,경기,3903,55,2951,29.46
3665,20200913T00:00:00Z,강원,216,3,173,14.02
3666,20200913T00:00:00Z,충북,147,1,113,9.19
3667,20200913T00:00:00Z,충남,434,2,287,20.45
3668,20200913T00:00:00Z,전북,99,0,69,5.45
3669,20200913T00:00:00Z,전남,166,0,58,8.9
3670,20200913T00:00:00Z,경북,1487,54,1393,55.85
3671,20200913T00:00:00Z,경남,268,0,227,7.97
3672,20200913T00:00:00Z,제주,53,0,35,7.9
3673,20200913T00:00:00Z,검역,1418,0,1312,-
3674,20200914T00:00:00Z,합계,22285,363,18489,42.98
3675,20200914T00:00:00Z,서울,4711,40,3276,48.40
3676,20200914T00:00:00Z,부산,357,4,290,10.46
3677,20200914T00:00:00Z,대구,7112,191,6843,291.90
3678,20200914T00:00:00Z,인천,834,5,636,28.21
3679,20200914T00:00:00Z,광주,481,3,348,33.02
3680,20200914T00:00:00Z,대전,342,3,255,23.20
3681,20200914T00:00:00Z,울산,141,1,87,12.29
3682,20200914T00:00:00Z,세종,70,0,62,20.45
3683,20200914T00:00:00Z,경기,3933,56,3005,29.68
3684,20200914T00:00:00Z,강원,216,3,175,14.02
3685,20200914T00:00:00Z,충북,147,1,114,9.19
3686,20200914T00:00:00Z,충남,442,2,296,20.82
3687,20200914T00:00:00Z,전북,100,0,69,5.50
3688,20200914T00:00:00Z,전남,166,0,58,8.90
3689,20200914T00:00:00Z,경북,1488,54,1394,55.89
3690,20200914T00:00:00Z,경남,269,0,233,8.00
3691,20200914T00:00:00Z,제주,53,0,35,7.90
3692,20200914T00:00:00Z,검역,1423,0,1313,-
3693,20200915T00:00:00Z,합계,22391,367,18878,43.19
3694,20200915T00:00:00Z,서울,4743,42,3493,48.73
3695,20200915T00:00:00Z,부산,361,4,295,10.58
3696,20200915T00:00:00Z,대구,7112,192,6845,291.90
3697,20200915T00:00:00Z,인천,843,6,650,28.52
3698,20200915T00:00:00Z,광주,482,3,361,33.09
3699,20200915T00:00:00Z,대전,345,3,257,23.40
3700,20200915T00:00:00Z,울산,141,1,97,12.29
3701,20200915T00:00:00Z,세종,70,0,62,20.45
3702,20200915T00:00:00Z,경기,3972,56,3094,29.98
3703,20200915T00:00:00Z,강원,217,3,176,14.09
3704,20200915T00:00:00Z,충북,149,1,116,9.32
3705,20200915T00:00:00Z,충남,445,2,296,20.97
3706,20200915T00:00:00Z,전북,101,0,72,5.56
3707,20200915T00:00:00Z,전남,166,0,74,8.90
3708,20200915T00:00:00Z,경북,1489,54,1397,55.92
3709,20200915T00:00:00Z,경남,271,0,237,8.06
3710,20200915T00:00:00Z,제주,56,0,40,8.35
3711,20200915T00:00:00Z,검역,1428,0,1316,-
3712,20200916T00:00:00Z,합계,22504,367,19310,43.40
3713,20200916T00:00:00Z,서울,4794,42,3694,49.25
3714,20200916T00:00:00Z,부산,365,4,298,10.70
3715,20200916T00:00:00Z,대구,7116,192,6848,292.06
3716,20200916T00:00:00Z,인천,852,6,712,28.82
3717,20200916T00:00:00Z,광주,484,3,373,33.23
3718,20200916T00:00:00Z,대전,346,3,266,23.47
3719,20200916T00:00:00Z,울산,141,1,102,12.29
3720,20200916T00:00:00Z,세종,70,0,63,20.45
3721,20200916T00:00:00Z,경기,3998,56,3174,30.17
3722,20200916T00:00:00Z,강원,217,3,180,14.09
3723,20200916T00:00:00Z,충북,151,1,117,9.44
3724,20200916T00:00:00Z,충남,447,2,316,21.06
3725,20200916T00:00:00Z,전북,106,0,76,5.83
3726,20200916T00:00:00Z,전남,166,0,82,8.90
3727,20200916T00:00:00Z,경북,1491,54,1404,56.00
3728,20200916T00:00:00Z,경남,274,0,239,8.15
3729,20200916T00:00:00Z,제주,56,0,44,8.35
3730,20200916T00:00:00Z,검역,1430,0,1322,-
3731,20200917T00:00:00Z,합계,22657,372,19543,43.70
3732,20200917T00:00:00Z,서울,4857,43,3748,49.90
