time,City,Confirmed,Death,Recovered,Incidence
1919,20200613T00:00:00Z,충남,151,0,144,7.11
1920,20200613T00:00:00Z,전북,21,0,19,1.16
1921,20200613T00:00:00Z,전남,20,0,18,1.07
1922,20200613T00:00:00Z,경북,1383,54,1312,51.94
1923,20200613T00:00:00Z,경남,127,0,123,3.78
1924,20200613T00:00:00Z,제주,15,0,14,2.24
1925,20200613T00:00:00Z,검역,569,0,464,-
1926,20200614T00:00:00Z,합계,12085,277,10718,23.31
1927,20200614T00:00:00Z,서울,1113,4,689,11.43
1928,20200614T00:00:00Z,부산,147,3,142,4.31
1929,20200614T00:00:00Z,대구,6894,189,6661,282.95
1930,20200614T00:00:00Z,인천,310,0,147,10.49
1931,20200614T00:00:00Z,광주,32,0,30,2.2
1932,20200614T00:00:00Z,대전,46,1,43,3.12
1933,20200614T00:00:00Z,울산,53,1,47,4.62
1934,20200614T00:00:00Z,세종,47,0,47,13.73
1935,20200614T00:00:00Z,경기,1035,22,710,7.81
1936,20200614T00:00:00Z,강원,60,3,52,3.89
1937,20200614T00:00:00Z,충북,61,0,52,3.81
1938,20200614T00:00:00Z,충남,151,0,144,7.11
1939,20200614T00:00:00Z,전북,21,0,19,1.16
1940,20200614T00:00:00Z,전남,20,0,18,1.07
1941,20200614T00:00:00Z,경북,1383,54,1313,51.94
1942,20200614T00:00:00Z,경남,127,0,123,3.78
1943,20200614T00:00:00Z,제주,15,0,15,2.24
1944,20200614T00:00:00Z,검역,570,0,466,-
1945,20200615T00:00:00Z,합계,12121,277,10730,23.38
1946,20200615T00:00:00Z,서울,1120,4,689,11.51
1947,20200615T00:00:00Z,부산,147,3,142,4.31
1948,20200615T00:00:00Z,대구,6894,189,6667,282.95
1949,20200615T00:00:00Z,인천,318,0,149,10.76
1950,20200615T00:00:00Z,광주,32,0,30,2.2
1951,20200615T00:00:00Z,대전,46,1,43,3.12
1952,20200615T00:00:00Z,울산,53,1,47,4.62
1953,20200615T00:00:00Z,세종,47,0,47,13.73
1954,20200615T00:00:00Z,경기,1045,22,713,7.89
1955,20200615T00:00:00Z,강원,60,3,52,3.89
1956,20200615T00:00:00Z,충북,61,0,52,3.81
1957,20200615T00:00:00Z,충남,152,0,144,7.16
1958,20200615T00:00:00Z,전북,21,0,19,1.16
1959,20200615T00:00:00Z,전남,20,0,18,1.07
1960,20200615T00:00:00Z,경북,1383,54,1313,51.94
1961,20200615T00:00:00Z,경남,130,0,124,3.87
1962,20200615T00:00:00Z,제주,15,0,15,2.24
1963,20200615T00:00:00Z,검역,577,0,466,-
1964,20200616T00:00:00Z,합계,12155,278,10760,23.44
1965,20200616T00:00:00Z,서울,1132,4,703,11.63
1966,20200616T00:00:00Z,부산,148,3,142,4.34
1967,20200616T00:00:00Z,대구,6894,189,6671,282.95
1968,20200616T00:00:00Z,인천,320,1,152,10.83
1969,20200616T00:00:00Z,광주,32,0,32,2.2
1970,20200616T00:00:00Z,대전,49,1,43,3.32
1971,20200616T00:00:00Z,울산,53,1,47,4.62
1972,20200616T00:00:00Z,세종,47,0,47,13.73
1973,20200616T00:00:00Z,경기,1050,22,716,7.92
1974,20200616T00:00:00Z,강원,60,3,52,3.89
1975,20200616T00:00:00Z,충북,61,0,55,3.81
1976,20200616T00:00:00Z,충남,152,0,144,7.16
1977,20200616T00:00:00Z,전북,21,0,20,1.16
1978,20200616T00:00:00Z,전남,20,0,18,1.07
1979,20200616T00:00:00Z,경북,1383,54,1313,51.94
1980,20200616T00:00:00Z,경남,132,0,124,3.93
1981,20200616T00:00:00Z,제주,15,0,15,2.24
1982,20200616T00:00:00Z,검역,586,0,466,-
1983,20200617T00:00:00Z,합계,12198,279,10774,23.53
1984,20200617T00:00:00Z,서울,1145,5,710,11.76
1985,20200617T00:00:00Z,부산,148,3,142,4.34
1986,20200617T00:00:00Z,대구,6895,189,6672,282.99
1987,20200617T00:00:00Z,인천,322,1,152,10.89
1988,20200617T00:00:00Z,광주,32,0,32,2.2
1989,20200617T00:00:00Z,대전,54,1,43,3.66
1990,20200617T00:00:00Z,울산,53,1,47,4.62
1991,20200617T00:00:00Z,세종,47,0,47,13.73
1992,20200617T00:00:00Z,경기,1063,22,720,8.02
1993,20200617T00:00:00Z,강원,60,3,52,3.89
1994,20200617T00:00:00Z,충북,61,0,55,3.81
1995,20200617T00:00:00Z,충남,153,0,144,7.21
1996,20200617T00:00:00Z,전북,21,0,20,1.16
1997,20200617T00:00:00Z,전남,20,0,18,1.07
1998,20200617T00:00:00Z,경북,1383,54,1313,51.94
1999,20200617T00:00:00Z,경남,132,0,124,3.93
2000,20200617T00:00:00Z,제주,16,0,15,2.39
2001,20200617T00:00:00Z,검역,593,0,468,-
2002,20200618T00:00:00Z,합계,12257,280,10800,23.64
2003,20200618T00:00:00Z,서울,1170,6,718,12.02
2004,20200618T00:00:00Z,부산,148,3,142,4.34
2005,20200618T00:00:00Z,대구,6896,189,6674,283.03
2006,20200618T00:00:00Z,인천,323,1,158,10.93
2007,20200618T00:00:00Z,광주,32,0,32,2.2
2008,20200618T00:00:00Z,대전,61,1,44,4.14
2009,20200618T00:00:00Z,울산,53,1,48,4.62
2010,20200618T00:00:00Z,세종,48,0,47,14.02
2011,20200618T00:00:00Z,경기,1079,22,724,8.14
2012,20200618T00:00:00Z,강원,60,3,52,3.89
2013,20200618T00:00:00Z,충북,61,0,55,3.81
2014,20200618T00:00:00Z,충남,156,0,144,7.35
2015,20200618T00:00:00Z,전북,22,0,20,1.21
2016,20200618T00:00:00Z,전남,20,0,18,1.07
2017,20200618T00:00:00Z,경북,1383,54,1316,51.94
2018,20200618T00:00:00Z,경남,132,0,124,3.93
2019,20200618T00:00:00Z,제주,16,0,15,2.39
2020,20200618T00:00:00Z,검역,597,0,469,-
2021,20200619T00:00:00Z,합계,12306,280,10835,23.73
2022,20200619T00:00:00Z,서울,1188,6,724,12.21
2023,20200619T00:00:00Z,부산,148,3,142,4.34
2024,20200619T00:00:00Z,대구,6896,189,6676,283.03
2025,20200619T00:00:00Z,인천,323,1,161,10.93
2026,20200619T00:00:00Z,광주,32,0,32,2.2
2027,20200619T00:00:00Z,대전,67,1,44,4.54
2028,20200619T00:00:00Z,울산,53,1,48,4.62
2029,20200619T00:00:00Z,세종,48,0,47,14.02
2030,20200619T00:00:00Z,경기,1090,22,737,8.23
2031,20200619T00:00:00Z,강원,60,3,52,3.89
2032,20200619T00:00:00Z,충북,61,0,55,3.81
2033,20200619T00:00:00Z,충남,156,0,144,7.35
2034,20200619T00:00:00Z,전북,22,0,20,1.21
2035,20200619T00:00:00Z,전남,20,0,18,1.07
2036,20200619T00:00:00Z,경북,1383,54,1317,51.94
2037,20200619T00:00:00Z,경남,132,0,124,3.93
2038,20200619T00:00:00Z,제주,19,0,15,2.83
2039,20200619T00:00:00Z,검역,608,0,479,-
2040,20200620T00:00:00Z,합계,12373,280,10856,23.86
2041,20200620T00:00:00Z,서울,1202,6,730,12.35
2042,20200620T00:00:00Z,부산,150,3,142,4.4
2043,20200620T00:00:00Z,대구,6898,189,6679,283.11
2044,20200620T00:00:00Z,인천,328,1,165,11.1
2045,20200620T00:00:00Z,광주,32,0,32,2.2
2046,20200620T00:00:00Z,대전,72,1,44,4.88
2047,20200620T00:00:00Z,울산,53,1,48,4.62
2048,20200620T00:00:00Z,세종,48,0,47,14.02
2049,20200620T00:00:00Z,경기,1107,22,741,8.35
2050,20200620T00:00:00Z,강원,60,3,52,3.89
2051,20200620T00:00:00Z,충북,61,0,55,3.81
2052,20200620T00:00:00Z,충남,158,0,144,7.44
2053,20200620T00:00:00Z,전북,23,0,20,1.27
2054,20200620T00:00:00Z,전남,20,0,18,1.07
2055,20200620T00:00:00Z,경북,1384,54,1319,51.98
2056,20200620T00:00:00Z,경남,132,0,124,3.93
2057,20200620T00:00:00Z,제주,19,0,15,2.83
2058,20200620T00:00:00Z,검역,626,0,481,-
2059,20200621T00:00:00Z,합계,12421,280,10868,23.96
2060,20200621T00:00:00Z,서울,1219,6,733,12.52
2061,20200621T00:00:00Z,부산,150,3,142,4.40
2062,20200621T00:00:00Z,대구,6899,189,6680,238.15
2063,20200621T00:00:00Z,인천,328,1,167,11.10
2064,20200621T00:00:00Z,광주,33,0,32,2.27
2065,20200621T00:00:00Z,대전,82,1,44,5.56
2066,20200621T00:00:00Z,울산,53,1,48,4.62
2067,20200621T00:00:00Z,세종,49,0,47,14.31
2068,20200621T00:00:00Z,경기,1117,22,744,8.43
2069,20200621T00:00:00Z,강원,62,3,52,4.02
2070,20200621T00:00:00Z,충북,61,0,55,3.81
2071,20200621T00:00:00Z,충남,159,0,144,7.49
2072,20200621T00:00:00Z,전북,23,0,20,1.27
2073,20200621T00:00:00Z,전남,20,0,18,1.07
2074,20200621T00:00:00Z,경북,1384,54,1320,51.98
2075,20200621T00:00:00Z,경남,133,0,124,3.96
2076,20200621T00:00:00Z,제주,19,0,15,2.83
2077,20200621T00:00:00Z,검역,630,0,483,-
2078,20200622T00:00:00Z,합계,12438,280,10881,23.99
2079,20200622T00:00:00Z,서울,1224,6,733,12.58
2080,20200622T00:00:00Z,부산,150,3,142,4.4
2081,20200622T00:00:00Z,대구,6900,189,6681,283.19
2082,20200622T00:00:00Z,인천,329,1,169,11.13
2083,20200622T00:00:00Z,광주,33,0,32,2.27
2084,20200622T00:00:00Z,대전,82,1,44,5.56
2085,20200622T00:00:00Z,울산,53,1,48,4.62
2086,20200622T00:00:00Z,세종,49,0,47,14.31
2087,20200622T00:00:00Z,경기,1123,22,753,8.48
2088,20200622T00:00:00Z,강원,62,3,52,4.02
2089,20200622T00:00:00Z,충북,61,0,56,3.81
2090,20200622T00:00:00Z,충남,161,0,144,7.59
2091,20200622T00:00:00Z,전북,24,0,20,1.32
2092,20200622T00:00:00Z,전남,20,0,18,1.07
2093,20200622T00:00:00Z,경북,1385,54,1320,52.02
2094,20200622T00:00:00Z,경남,133,0,124,3.96
2095,20200622T00:00:00Z,제주,19,0,15,2.83
2096,20200622T00:00:00Z,검역,630,0,483,-
2097,20200623T00:00:00Z,합계,12484,281,10908,24.08
2098,20200623T00:00:00Z,서울,1230,6,743,12.64
2099,20200623T00:00:00Z,부산,150,3,142,4.4
2100,20200623T00:00:00Z,대구,6901,189,6686,283.24
2101,20200623T00:00:00Z,인천,330,1,170,11.16
2102,20200623T00:00:00Z,광주,33,0,32,2.27
2103,20200623T00:00:00Z,대전,86,1,44,5.83
2104,20200623T00:00:00Z,울산,53,1,48,4.62
2105,20200623T00:00:00Z,세종,49,0,47,14.31
2106,20200623T00:00:00Z,경기,1130,23,758,8.53
2107,20200623T00:00:00Z,강원,62,3,52,4.02
2108,20200623T00:00:00Z,충북,62,0,56,3.88
2109,20200623T00:00:00Z,충남,161,0,144,7.59
2110,20200623T00:00:00Z,전북,24,0,20,1.32
2111,20200623T00:00:00Z,전남,20,0,18,1.07
2112,20200623T00:00:00Z,경북,1385,54,1321,52.02
2113,20200623T00:00:00Z,경남,133,0,124,3.96
2114,20200623T00:00:00Z,제주,19,0,15,2.83
2115,20200623T00:00:00Z,검역,656,0,488,-
2116,20200624T00:00:00Z,합계,12535,281,10930,24.18
2117,20200624T00:00:00Z,서울,1241,6,747,12.75
2118,20200624T00:00:00Z,부산,152,3,142,4.46
2119,20200624T00:00:00Z,대구,6903,189,6687,283.32
2120,20200624T00:00:00Z,인천,333,1,174,11.26
2121,20200624T00:00:00Z,광주,33,0,32,2.27
2122,20200624T00:00:00Z,대전,94,1,44,6.38
2123,20200624T00:00:00Z,울산,55,1,48,4.79
2124,20200624T00:00:00Z,세종,49,0,47,14.31
2125,20200624T00:00:00Z,경기,1137,23,761,8.58
2126,20200624T00:00:00Z,강원,63,3,52,4.09
2127,20200624T00:00:00Z,충북,62,0,56,3.88
2128,20200624T00:00:00Z,충남,162,0,146,7.63
2129,20200624T00:00:00Z,전북,25,0,20,1.38
2130,20200624T00:00:00Z,전남,20,0,18,1.07
2131,20200624T00:00:00Z,경북,1386,54,1321,52.06
2132,20200624T00:00:00Z,경남,133,0,124,3.96
2133,20200624T00:00:00Z,제주,19,0,15,2.83
2134,20200624T00:00:00Z,검역,668,0,496,-
2135,20200625T00:00:00Z,합계,12563,282,10974,24.23
2136,20200625T00:00:00Z,서울,1250,7,761,12.84
2137,20200625T00:00:00Z,부산,152,3,142,4.46
2138,20200625T00:00:00Z,대구,6903,189,6689,283.32
2139,20200625T00:00:00Z,인천,334,1,182,11.3
2140,20200625T00:00:00Z,광주,33,0,32,2.27
2141,20200625T00:00:00Z,대전,98,1,44,6.65
2142,20200625T00:00:00Z,울산,55,1,48,4.79
2143,20200625T00:00:00Z,세종,49,0,47,14.31
2144,20200625T00:00:00Z,경기,1146,23,777,8.65
2145,20200625T00:00:00Z,강원,63,3,52,4.09
2146,20200625T00:00:00Z,충북,62,0,57,3.88
2147,20200625T00:00:00Z,충남,163,0,146,7.68
2148,20200625T00:00:00Z,전북,25,0,20,1.38
2149,20200625T00:00:00Z,전남,20,0,18,1.07
2150,20200625T00:00:00Z,경북,1386,54,1321,52.06
2151,20200625T00:00:00Z,경남,133,0,125,3.96
2152,20200625T00:00:00Z,제주,19,0,16,2.83
2153,20200625T00:00:00Z,검역,672,0,497,-
2154,20200626T00:00:00Z,합계,12602,282,11172,24.31
2155,20200626T00:00:00Z,서울,1267,7,843,13.02
2156,20200626T00:00:00Z,부산,152,3,142,4.46
2157,20200626T00:00:00Z,대구,6903,189,6695,283.32
2158,20200626T00:00:00Z,인천,336,1,231,11.37
2159,20200626T00:00:00Z,광주,33,0,32,2.27
2160,20200626T00:00:00Z,대전,102,1,44,6.92
2161,20200626T00:00:00Z,울산,55,1,49,4.79
2162,20200626T00:00:00Z,세종,49,0,47,14.31
2163,20200626T00:00:00Z,경기,1150,23,814,8.68
2164,20200626T00:00:00Z,강원,64,3,52,4.15
2165,20200626T00:00:00Z,충북,62,0,60,3.88
2166,20200626T00:00:00Z,충남,166,0,148,7.82
2167,20200626T00:00:00Z,전북,25,0,20,1.38
2168,20200626T00:00:00Z,전남,20,0,18,1.07
2169,20200626T00:00:00Z,경북,1387,54,1327,52.09
2170,20200626T00:00:00Z,경남,133,0,125,3.96
2171,20200626T00:00:00Z,제주,19,0,16,2.83
2172,20200626T00:00:00Z,검역,679,0,509,-
2173,20200627T00:00:00Z,합계,12653,282,11317,24.40
2174,20200627T00:00:00Z,서울,1284,7,911,13.19
2175,20200627T00:00:00Z,부산,152,3,142,4.46
2176,20200627T00:00:00Z,대구,6904,189,6700,283.36
2177,20200627T00:00:00Z,인천,337,1,250,11.40
2178,20200627T00:00:00Z,광주,33,0,32,2.27
2179,20200627T00:00:00Z,대전,104,1,44,7.05
2180,20200627T00:00:00Z,울산,55,1,50,4.79
2181,20200627T00:00:00Z,세종,49,0,47,14.31
2182,20200627T00:00:00Z,경기,1167,23,858,8.81
2183,20200627T00:00:00Z,강원,64,3,52,4.15
2184,20200627T00:00:00Z,충북,63,0,60,3.94
2185,20200627T00:00:00Z,충남,166,0,148,7.82
2186,20200627T00:00:00Z,전북,26,0,20,1.43
2187,20200627T00:00:00Z,전남,20,0,19,1.07
2188,20200627T00:00:00Z,경북,1387,54,1328,52.09
2189,20200627T00:00:00Z,경남,133,0,128,3.96
2190,20200627T00:00:00Z,제주,19,0,16,2.83
2191,20200627T00:00:00Z,검역,690,0,512,-
2192,20200628T00:00:00Z,합계,12715,282,11364,24.52
2193,20200628T00:00:00Z,서울,1298,7,923,13.34
2194,20200628T00:00:00Z,부산,152,3,143,4.46
2195,20200628T00:00:00Z,대구,6904,189,6700,283.36
2196,20200628T00:00:00Z,인천,337,1,264,11.4
2197,20200628T00:00:00Z,광주,37,0,32,2.54
2198,20200628T00:00:00Z,대전,110,1,44,7.46
2199,20200628T00:00:00Z,울산,55,1,50,4.79
2200,20200628T00:00:00Z,세종,49,0,47,14.31
2201,20200628T00:00:00Z,경기,1184,23,873,8.94
2202,20200628T00:00:00Z,강원,64,3,53,4.15
2203,20200628T00:00:00Z,충북,64,0,60,4
2204,20200628T00:00:00Z,충남,167,0,148,7.87
2205,20200628T00:00:00Z,전북,26,0,21,1.43
2206,20200628T00:00:00Z,전남,23,0,19,1.23
2207,20200628T00:00:00Z,경북,1387,54,1328,52.09
2208,20200628T00:00:00Z,경남,133,0,128,3.96
2209,20200628T00:00:00Z,제주,19,0,16,2.83
2210,20200628T00:00:00Z,검역,706,0,515,-
2211,20200629T00:00:00Z,합계,12757,282,11429,24.6
2212,20200629T00:00:00Z,서울,1305,7,942,13.41
2213,20200629T00:00:00Z,부산,153,3,143,4.48
2214,20200629T00:00:00Z,대구,6906,189,6700,283.44
2215,20200629T00:00:00Z,인천,338,1,284,11.43
2216,20200629T00:00:00Z,광주,41,0,32,2.81
2217,20200629T00:00:00Z,대전,112,1,44,7.6
2218,20200629T00:00:00Z,울산,55,1,50,4.79
2219,20200629T00:00:00Z,세종,49,0,47,14.31
2220,20200629T00:00:00Z,경기,1200,23,888,9.06
2221,20200629T00:00:00Z,강원,64,3,54,4.15
2222,20200629T00:00:00Z,충북,64,0,60,4
2223,20200629T00:00:00Z,충남,167,0,150,7.87
2224,20200629T00:00:00Z,전북,27,0,21,1.49
2225,20200629T00:00:00Z,전남,24,0,19,1.29
2226,20200629T00:00:00Z,경북,1388,54,1328,52.13
2227,20200629T00:00:00Z,경남,134,0,128,3.99
2228,20200629T00:00:00Z,제주,19,0,16,2.83
2229,20200629T00:00:00Z,검역,711,0,523,-
2230,20200630T00:00:00Z,합계,12800,282,11537,24.69
2231,20200630T00:00:00Z,서울,1312,7,985,13.48
2232,20200630T00:00:00Z,부산,154,3,142,4.51
2233,20200630T00:00:00Z,대구,6906,189,6700,283.44
2234,20200630T00:00:00Z,인천,341,1,290,11.54
2235,20200630T00:00:00Z,광주,44,0,32,3.02
2236,20200630T00:00:00Z,대전,117,1,44,7.94
2237,20200630T00:00:00Z,울산,55,1,50,4.79
2238,20200630T00:00:00Z,세종,50,0,47,14.61
2239,20200630T00:00:00Z,경기,1207,23,931,9.11
2240,20200630T00:00:00Z,강원,65,3,54,4.22
2241,20200630T00:00:00Z,충북,65,0,60,4.06
2242,20200630T00:00:00Z,충남,167,0,150,7.87
2243,20200630T00:00:00Z,전북,27,0,21,1.49
2244,20200630T00:00:00Z,전남,24,0,19,1.29
2245,20200630T00:00:00Z,경북,1389,54,1328,52.17
2246,20200630T00:00:00Z,경남,134,0,128,3.99
2247,20200630T00:00:00Z,제주,19,0,16,2.83
2248,20200630T00:00:00Z,검역,724,0,540,-
2249,20200701T00:00:00Z,합계,12850,282,11613,24.78
2250,20200701T00:00:00Z,서울,1321,7,1026,13.57
2251,20200701T00:00:00Z,부산,154,3,142,4.51
2252,20200701T00:00:00Z,대구,6907,189,6700,283.48
2253,20200701T00:00:00Z,인천,343,1,294,11.6
2254,20200701T00:00:00Z,광주,56,0,32,3.84
2255,20200701T00:00:00Z,대전,121,1,44,8.21
2256,20200701T00:00:00Z,울산,55,1,52,4.79
2257,20200701T00:00:00Z,세종,50,0,47,14.61
2258,20200701T00:00:00Z,경기,1223,23,951,9.23
2259,20200701T00:00:00Z,강원,65,3,55,4.22
2260,20200701T00:00:00Z,충북,64,0,60,4
2261,20200701T00:00:00Z,충남,168,0,150,7.92
2262,20200701T00:00:00Z,전북,27,0,21,1.49
2263,20200701T00:00:00Z,전남,25,0,19,1.34
2264,20200701T00:00:00Z,경북,1389,54,1328,52.17
2265,20200701T00:00:00Z,경남,134,0,128,3.99
2266,20200701T00:00:00Z,제주,19,0,16,2.83
2267,20200701T00:00:00Z,검역,729,0,548,-
2268,20200702T00:00:00Z,합계,12904,282,11684,24.89
2269,20200702T00:00:00Z,서울,1334,7,1054,13.71
2270,20200702T00:00:00Z,부산,154,3,146,4.51
2271,20200702T00:00:00Z,대구,6910,189,6702,283.6
2272,20200702T00:00:00Z,인천,343,1,302,11.6
2273,20200702T00:00:00Z,광주,78,0,32,5.35
2274,20200702T00:00:00Z,대전,122,1,44,8.28
2275,20200702T00:00:00Z,울산,55,1,52,4.79
2276,20200702T00:00:00Z,세종,50,0,47,14.61
2277,20200702T00:00:00Z,경기,1233,23,967,9.31
2278,20200702T00:00:00Z,강원,65,3,55,4.22
2279,20200702T00:00:00Z,충북,64,0,61,4
2280,20200702T00:00:00Z,충남,171,0,150,8.06
2281,20200702T00:00:00Z,전북,27,0,22,1.49
2282,20200702T00:00:00Z,전남,25,0,19,1.34
2283,20200702T00:00:00Z,경북,1389,54,1328,52.17
2284,20200702T00:00:00Z,경남,134,0,128,3.99
2285,20200702T00:00:00Z,제주,19,0,16,2.83
2286,20200702T00:00:00Z,검역,731,0,559,-
2287,20200703T00:00:00Z,합계,12967,282,11759,25.01
2288,20200703T00:00:00Z,서울,1346,7,1085,13.83
2289,20200703T00:00:00Z,부산,154,3,146,4.51
2290,20200703T00:00:00Z,대구,6923,189,6703,284.14
2291,20200703T00:00:00Z,인천,344,1,311,11.64
2292,20200703T00:00:00Z,광주,84,0,32,5.77
2293,20200703T00:00:00Z,대전,126,1,45,8.55
2294,20200703T00:00:00Z,울산,55,1,52,4.79
2295,20200703T00:00:00Z,세종,50,0,47,14.61
2296,20200703T00:00:00Z,경기,1251,23,987,9.44
2297,20200703T00:00:00Z,강원,65,3,55,4.22
2298,20200703T00:00:00Z,충북,64,0,61,4
2299,20200703T00:00:00Z,충남,172,0,150,8.1
2300,20200703T00:00:00Z,전북,28,0,22,1.54
2301,20200703T00:00:00Z,전남,25,0,19,1.34
2302,20200703T00:00:00Z,경북,1390,54,1329,52.21
2303,20200703T00:00:00Z,경남,136,0,129,4.05
2304,20200703T00:00:00Z,제주,19,0,16,2.83
2305,20200703T00:00:00Z,검역,735,0,570,-
2306,20200704T00:00:00Z,합계,13030,283,11811,25.13
2307,20200704T00:00:00Z,서울,1353,8,1103,13.9
2308,20200704T00:00:00Z,부산,155,3,146,4.54
2309,20200704T00:00:00Z,대구,6924,189,6707,284.18
2310,20200704T00:00:00Z,인천,346,1,317,11.7
2311,20200704T00:00:00Z,광주,92,0,32,6.32
2312,20200704T00:00:00Z,대전,129,1,45,8.75
2313,20200704T00:00:00Z,울산,55,1,52,4.79
2314,20200704T00:00:00Z,세종,50,0,47,14.61
2315,20200704T00:00:00Z,경기,1270,23,1003,9.58
2316,20200704T00:00:00Z,강원,65,3,55,4.22
2317,20200704T00:00:00Z,충북,66,0,61,4.13
2318,20200704T00:00:00Z,충남,172,0,150,8.1
2319,20200704T00:00:00Z,전북,28,0,22,1.54
2320,20200704T00:00:00Z,전남,25,0,19,1.34
2321,20200704T00:00:00Z,경북,1391,54,1330,52.24
2322,20200704T00:00:00Z,경남,137,0,129,4.08
2323,20200704T00:00:00Z,제주,19,0,18,2.83
2324,20200704T00:00:00Z,검역,753,0,575,-
2325,20200705T00:00:00Z,합계,13091,283,11832,25.25
2326,20200705T00:00:00Z,서울,1369,8,1105,14.06
2327,20200705T00:00:00Z,부산,155,3,146,4.54
2328,20200705T00:00:00Z,대구,6924,189,6707,284.18
2329,20200705T00:00:00Z,인천,346,1,319,11.7
2330,20200705T00:00:00Z,광주,108,0,33,7.41
2331,20200705T00:00:00Z,대전,137,1,48,9.29
2332,20200705T00:00:00Z,울산,55,1,52,4.79
2333,20200705T00:00:00Z,세종,50,0,47,14.61
2334,20200705T00:00:00Z,경기,1278,23,1013,9.65
2335,20200705T00:00:00Z,강원,66,3,55,4.28
2336,20200705T00:00:00Z,충북,66,0,61,4.13
2337,20200705T00:00:00Z,충남,172,0,151,8.1
2338,20200705T00:00:00Z,전북,29,0,22,1.6
2339,20200705T00:00:00Z,전남,25,0,19,1.34
2340,20200705T00:00:00Z,경북,1392,54,1330,52.28
2341,20200705T00:00:00Z,경남,137,0,129,4.08
2342,20200705T00:00:00Z,제주,20,0,18,2.98
2343,20200705T00:00:00Z,검역,762,0,577,-
2344,20200706T00:00:00Z,합계,13137,284,11848,25.34
2345,20200706T00:00:00Z,서울,1372,8,1110,14.1
2346,20200706T00:00:00Z,부산,156,3,146,4.57
2347,20200706T00:00:00Z,대구,6924,189,6707,284.18
2348,20200706T00:00:00Z,인천,352,1,319,11.91
2349,20200706T00:00:00Z,광주,115,0,33,7.89
2350,20200706T00:00:00Z,대전,139,2,49,9.43
2351,20200706T00:00:00Z,울산,55,1,53,4.79
2352,20200706T00:00:00Z,세종,50,0,48,14.61
2353,20200706T00:00:00Z,경기,1284,23,1017,9.69
2354,20200706T00:00:00Z,강원,67,3,55,4.35
2355,20200706T00:00:00Z,충북,66,0,61,4.13
2356,20200706T00:00:00Z,충남,173,0,152,8.15
2357,20200706T00:00:00Z,전북,29,0,22,1.6
2358,20200706T00:00:00Z,전남,27,0,19,1.45
2359,20200706T00:00:00Z,경북,1393,54,1330,52.32
2360,20200706T00:00:00Z,경남,138,0,129,4.11
2361,20200706T00:00:00Z,제주,20,0,18,2.98
2362,20200706T00:00:00Z,검역,777,0,580,-
2363,20200707T00:00:00Z,합계,13181,285,11914,25.42
2364,20200707T00:00:00Z,서울,1375,8,1144,14.13
2365,20200707T00:00:00Z,부산,156,3,146,4.57
2366,20200707T00:00:00Z,대구,6925,189,6708,284.22
2367,20200707T00:00:00Z,인천,354,1,319,11.98
2368,20200707T00:00:00Z,광주,121,0,33,8.31
2369,20200707T00:00:00Z,대전,141,2,50,9.56
2370,20200707T00:00:00Z,울산,55,1,53,4.79
2371,20200707T00:00:00Z,세종,50,0,48,14.61
2372,20200707T00:00:00Z,경기,1297,24,1034,9.79
2373,20200707T00:00:00Z,강원,67,3,55,4.35
2374,20200707T00:00:00Z,충북,66,0,62,4.13
2375,20200707T00:00:00Z,충남,173,0,152,8.15
2376,20200707T00:00:00Z,전북,30,0,22,1.65
2377,20200707T00:00:00Z,전남,27,0,19,1.45
2378,20200707T00:00:00Z,경북,1393,54,1330,52.32
2379,20200707T00:00:00Z,경남,138,0,129,4.11
2380,20200707T00:00:00Z,제주,20,0,18,2.98
2381,20200707T00:00:00Z,검역,793,0,592,-
2382,20200708T00:00:00Z,합계,13244,285,11970,25.54
2383,20200708T00:00:00Z,서울,1385,8,1160,14.23
2384,20200708T00:00:00Z,부산,156,3,146,4.57
2385,20200708T00:00:00Z,대구,6926,189,6708,284.26
2386,20200708T00:00:00Z,인천,355,1,322,12.01
2387,20200708T00:00:00Z,광주,129,0,35,8.86
2388,20200708T00:00:00Z,대전,143,2,55,9.7
2389,20200708T00:00:00Z,울산,55,1,53,4.79
2390,20200708T00:00:00Z,세종,50,0,49,14.61
2391,20200708T00:00:00Z,경기,1315,24,1055,9.92
2392,20200708T00:00:00Z,강원,67,3,55,4.35
2393,20200708T00:00:00Z,충북,66,0,62,4.13
2394,20200708T00:00:00Z,충남,179,0,153,8.43
2395,20200708T00:00:00Z,전북,32,0,22,1.76
2396,20200708T00:00:00Z,전남,28,0,19,1.5
2397,20200708T00:00:00Z,경북,1394,54,1330,52.36
2398,20200708T00:00:00Z,경남,140,0,129,4.17
2399,20200708T00:00:00Z,제주,20,0,18,2.98
2400,20200708T00:00:00Z,검역,804,0,599,-
2401,20200709T00:00:00Z,합계,13293,287,12019,25.64
2402,20200709T00:00:00Z,서울,1393,9,1171,14.31
2403,20200709T00:00:00Z,부산,156,3,146,4.57
2404,20200709T00:00:00Z,대구,6926,189,6709,284.26
2405,20200709T00:00:00Z,인천,358,1,323,12.11
2406,20200709T00:00:00Z,광주,144,0,35,9.89
2407,20200709T00:00:00Z,대전,149,2,61,10.11
2408,20200709T00:00:00Z,울산,55,1,53,4.79
2409,20200709T00:00:00Z,세종,50,0,49,14.61
2410,20200709T00:00:00Z,경기,1323,25,1071,9.98
2411,20200709T00:00:00Z,강원,67,3,56,4.35
