time,gubun,confCase,confCaseRate,death,deathRate,criticalRate
3032,20210112T14:00:00Z,30-39,8884,12.76,5,0.43,0.06
3033,20210112T14:00:00Z,20-29,10879,15.62,0,0.00,0
3034,20210112T14:00:00Z,10-19,4404,6.32,0,0.00,0
3035,20210112T14:00:00Z,0-9,2527,3.63,0,0.00,0
3036,20210113T14:00:00Z,남성,34411,49.01,582,49.11,1.69
3037,20210113T14:00:00Z,여성,35801,50.99,603,50.89,1.68
3038,20210113T14:00:00Z,80 이상,3514,5,669,56.46,19.04
3039,20210113T14:00:00Z,70-79,5482,7.81,327,27.59,5.96
3040,20210113T14:00:00Z,60-69,11087,15.79,139,11.73,1.25
3041,20210113T14:00:00Z,50-59,13214,18.82,36,3.04,0.27
3042,20210113T14:00:00Z,40-49,10022,14.27,9,0.76,0.09
3043,20210113T14:00:00Z,30-39,8965,12.77,5,0.42,0.06
3044,20210113T14:00:00Z,20-29,10945,15.59,0,0.00,0
3045,20210113T14:00:00Z,10-19,4432,6.31,0,0.00,0
3046,20210113T14:00:00Z,0-9,2551,3.63,0,0.00,0
3047,20210114T14:00:00Z,남성,34677,49.03,587,49.12,1.69
3048,20210114T14:00:00Z,여성,36051,50.97,608,50.88,1.69
3049,20210114T14:00:00Z,80 이상,3543,5.01,672,56.23,18.97
3050,20210114T14:00:00Z,70-79,5521,7.81,334,27.95,6.05
3051,20210114T14:00:00Z,60-69,11158,15.78,139,11.63,1.25
3052,20210114T14:00:00Z,50-59,13312,18.82,36,3.01,0.27
3053,20210114T14:00:00Z,40-49,10104,14.29,9,0.75,0.09
3054,20210114T14:00:00Z,30-39,9032,12.77,5,0.42,0.06
3055,20210114T14:00:00Z,20-29,11005,15.56,0,0.00,0
3056,20210114T14:00:00Z,10-19,4477,6.33,0,0.00,0
3057,20210114T14:00:00Z,0-9,2576,3.64,0,0.00,0
3058,20210115T14:00:00Z,남성,34937,49.04,597,49.06,1.71
3059,20210115T14:00:00Z,여성,36304,50.96,620,50.94,1.71
3060,20210115T14:00:00Z,80 이상,3554,4.99,684,56.20,19.25
3061,20210115T14:00:00Z,70-79,5543,7.78,338,27.77,6.1
3062,20210115T14:00:00Z,60-69,11249,15.79,142,11.67,1.26
3063,20210115T14:00:00Z,50-59,13409,18.82,39,3.20,0.29
3064,20210115T14:00:00Z,40-49,10185,14.3,9,0.74,0.09
3065,20210115T14:00:00Z,30-39,9102,12.78,5,0.41,0.05
3066,20210115T14:00:00Z,20-29,11067,15.53,0,0.00,0
3067,20210115T14:00:00Z,10-19,4514,6.34,0,0.00,0
3068,20210115T14:00:00Z,0-9,2618,3.67,0,0.00,0
3069,20210116T17:00:00Z,남성,35216,49.03,606,49.03,1.72
3070,20210116T17:00:00Z,여성,36604,50.97,630,50.97,1.72
3071,20210116T17:00:00Z,80 이상,3580,4.98,698,56.47,19.5
3072,20210116T17:00:00Z,70-79,5585,7.78,342,27.67,6.12
3073,20210116T17:00:00Z,60-69,11357,15.81,143,11.57,1.26
3074,20210116T17:00:00Z,50-59,13515,18.82,39,3.16,0.29
3075,20210116T17:00:00Z,40-49,10263,14.29,9,0.73,0.09
3076,20210116T17:00:00Z,30-39,9176,12.78,5,0.40,0.05
3077,20210116T17:00:00Z,20-29,11121,15.48,0,0.00,0
3078,20210116T17:00:00Z,10-19,4574,6.37,0,0.00,0
3079,20210116T17:00:00Z,0-9,2649,3.69,0,0.00,0
3080,20210117T14:00:00Z,남성,35471,49.03,615,49.24,1.73
3081,20210117T14:00:00Z,여성,36869,50.97,634,50.76,1.72
3082,20210117T14:00:00Z,80 이상,3619,5.00,704,56.37,19.45
3083,20210117T14:00:00Z,70-79,5623,7.77,345,27.62,6.14
3084,20210117T14:00:00Z,60-69,11427,15.8,146,11.69,1.28
3085,20210117T14:00:00Z,50-59,13602,18.8,39,3.12,0.29
3086,20210117T14:00:00Z,40-49,10345,14.3,9,0.72,0.09
3087,20210117T14:00:00Z,30-39,9250,12.79,6,0.48,0.06
3088,20210117T14:00:00Z,20-29,11195,15.48,0,0.00,0.00
3089,20210117T14:00:00Z,10-19,4603,6.36,0,0.00,0.00
3090,20210117T14:00:00Z,0-9,2676,3.7,0,0.00,0.00
3091,20210118T14:00:00Z,남성,35665,49.04,624,49.37,1.75
3092,20210118T14:00:00Z,여성,37064,50.96,640,50.63,1.73
3093,20210118T14:00:00Z,80 이상,3639,5,715,56.57,19.65
3094,20210118T14:00:00Z,70-79,5653,7.77,347,27.45,6.14
3095,20210118T14:00:00Z,60-69,11476,15.78,148,11.71,1.29
3096,20210118T14:00:00Z,50-59,13677,18.81,39,3.09,0.29
3097,20210118T14:00:00Z,40-49,10411,14.31,9,0.71,0.09
3098,20210118T14:00:00Z,30-39,9303,12.79,6,0.47,0.06
3099,20210118T14:00:00Z,20-29,11243,15.46,0,0.00,0
3100,20210118T14:00:00Z,10-19,4634,6.37,0,0.00,0
3101,20210118T14:00:00Z,0-9,2693,3.7,0,0.00,0
3102,20210119T14:00:00Z,남성,35861,49.05,633,49.34,1.77
3103,20210119T14:00:00Z,여성,37254,50.95,650,50.66,1.74
3104,20210119T14:00:00Z,80 이상,3647,4.99,725,56.51,19.88
3105,20210119T14:00:00Z,70-79,5684,7.77,352,27.44,6.19
3106,20210119T14:00:00Z,60-69,11519,15.75,151,11.77,1.31
3107,20210119T14:00:00Z,50-59,13750,18.81,40,3.12,0.29
3108,20210119T14:00:00Z,40-49,10483,14.34,9,0.70,0.09
3109,20210119T14:00:00Z,30-39,9361,12.8,6,0.47,0.06
3110,20210119T14:00:00Z,20-29,11295,15.45,0,0.00,0
3111,20210119T14:00:00Z,10-19,4661,6.37,0,0.00,0
3112,20210119T14:00:00Z,0-9,2715,3.71,0,0.00,0
3113,20210120T14:00:00Z,남성,36062,49.05,640,49.23,1.77
3114,20210120T14:00:00Z,여성,37456,50.95,660,50.77,1.76
3115,20210120T14:00:00Z,80 이상,3668,4.99,738,56.77,20.12
3116,20210120T14:00:00Z,70-79,5714,7.77,355,27.31,6.21
3117,20210120T14:00:00Z,60-69,11580,15.75,152,11.69,1.31
3118,20210120T14:00:00Z,50-59,13826,18.81,40,3.08,0.29
3119,20210120T14:00:00Z,40-49,10541,14.34,9,0.69,0.09
3120,20210120T14:00:00Z,30-39,9408,12.8,6,0.46,0.06
3121,20210120T14:00:00Z,20-29,11351,15.44,0,0.00,0
3122,20210120T14:00:00Z,10-19,4688,6.38,0,0.00,0
3123,20210120T14:00:00Z,0-9,2742,3.73,0,0.00,0
3124,20210121T14:00:00Z,남성,36246,49.04,650,49.39,1.79
3125,20210121T14:00:00Z,여성,37672,50.96,666,50.61,1.77
3126,20210121T14:00:00Z,80 이상,3692,4.99,744,56.53,20.15
3127,20210121T14:00:00Z,70-79,5754,7.78,361,27.43,6.27
3128,20210121T14:00:00Z,60-69,11641,15.75,156,11.85,1.34
3129,20210121T14:00:00Z,50-59,13910,18.82,40,3.04,0.29
3130,20210121T14:00:00Z,40-49,10594,14.33,9,0.68,0.08
3131,20210121T14:00:00Z,30-39,9458,12.8,6,0.46,0.06
3132,20210121T14:00:00Z,20-29,11397,15.42,0,0.00,0
3133,20210121T14:00:00Z,10-19,4715,6.38,0,0.00,0
3134,20210121T14:00:00Z,0-9,2757,3.73,0,0.00,0
3135,20210122T14:00:00Z,남성,36412,49.03,659,49.62,1.81
3136,20210122T14:00:00Z,여성,37850,50.97,669,50.38,1.77
3137,20210122T14:00:00Z,80 이상,3705,4.99,750,56.48,20.24
3138,20210122T14:00:00Z,70-79,5771,7.77,366,27.56,6.34
3139,20210122T14:00:00Z,60-69,11703,15.76,156,11.75,1.33
3140,20210122T14:00:00Z,50-59,13975,18.82,41,3.09,0.29
3141,20210122T14:00:00Z,40-49,10646,14.34,9,0.68,0.08
3142,20210122T14:00:00Z,30-39,9501,12.79,6,0.45,0.06
3143,20210122T14:00:00Z,20-29,11450,15.42,0,0.00,0
3144,20210122T14:00:00Z,10-19,4736,6.38,0,0.00,0
3145,20210122T14:00:00Z,0-9,2775,3.74,0,0.00,0
3146,20210123T15:00:00Z,남성,36619,49.03,664,49.66,1.81
3147,20210123T15:00:00Z,여성,38073,50.97,673,50.34,1.77
3148,20210123T15:00:00Z,80 이상,3728,4.99,754,56.39,20.23
3149,20210123T15:00:00Z,70-79,5814,7.78,368,27.52,6.33
3150,20210123T15:00:00Z,60-69,11765,15.75,158,11.82,1.34
3151,20210123T15:00:00Z,50-59,14060,18.82,41,3.07,0.29
3152,20210123T15:00:00Z,40-49,10705,14.33,10,0.75,0.09
3153,20210123T15:00:00Z,30-39,9558,12.8,6,0.45,0.06
3154,20210123T15:00:00Z,20-29,11500,15.4,0,0.00,0
3155,20210123T15:00:00Z,10-19,4766,6.38,0,0.00,0
3156,20210123T15:00:00Z,0-9,2796,3.74,0,0.00,0
3157,20210124T10:00:00Z,남성,36817,49.03,669,49.59,1.82
3158,20210124T10:00:00Z,여성,38267,50.97,680,50.41,1.78
3159,20210124T10:00:00Z,80 이상,3745,4.99,758,56.19,20.24
3160,20210124T10:00:00Z,70-79,5835,7.77,372,27.58,6.38
3161,20210124T10:00:00Z,60-69,11826,15.75,160,11.86,1.35
3162,20210124T10:00:00Z,50-59,14139,18.83,43,3.19,0.3
3163,20210124T10:00:00Z,40-49,10765,14.34,10,0.74,0.09
3164,20210124T10:00:00Z,30-39,9608,12.8,6,0.44,0.06
3165,20210124T10:00:00Z,20-29,11568,15.41,0,0.00,0
3166,20210124T10:00:00Z,10-19,4784,6.37,0,0.00,0
3167,20210124T10:00:00Z,0-9,2814,3.75,0,0.00,0
3168,20210125T14:00:00Z,남성,37051,49.06,673,49.49,1.82
3169,20210125T14:00:00Z,여성,38470,50.94,687,50.51,1.79
3170,20210125T14:00:00Z,80 이상,3758,4.98,763,56.10,20.3
3171,20210125T14:00:00Z,70-79,5852,7.75,376,27.65,6.43
3172,20210125T14:00:00Z,60-69,11877,15.73,161,11.84,1.36
3173,20210125T14:00:00Z,50-59,14211,18.82,44,3.24,0.31
3174,20210125T14:00:00Z,40-49,10811,14.32,10,0.74,0.09
3175,20210125T14:00:00Z,30-39,9650,12.78,6,0.44,0.06
3176,20210125T14:00:00Z,20-29,11612,15.38,0,0.00,0
3177,20210125T14:00:00Z,10-19,4922,6.52,0,0.00,0
3178,20210125T14:00:00Z,0-9,2828,3.74,0,0.00,0
3179,20210126T14:00:00Z,남성,37208,49.04,681,49.67,1.83
3180,20210126T14:00:00Z,여성,38667,50.96,690,50.33,1.78
3181,20210126T14:00:00Z,80 이상,3777,4.98,766,55.87,20.28
3182,20210126T14:00:00Z,70-79,5866,7.73,381,27.79,6.5
3183,20210126T14:00:00Z,60-69,11932,15.73,163,11.89,1.37
3184,20210126T14:00:00Z,50-59,14271,18.81,45,3.28,0.32
3185,20210126T14:00:00Z,40-49,10863,14.32,10,0.73,0.09
3186,20210126T14:00:00Z,30-39,9694,12.78,6,0.44,0.06
3187,20210126T14:00:00Z,20-29,11677,15.39,0,0.00,0
3188,20210126T14:00:00Z,10-19,4952,6.53,0,0.00,0
3189,20210126T14:00:00Z,0-9,2843,3.75,0,0.00,0
3190,20210127T14:00:00Z,남성,37481,49.04,683,49.56,1.82
3191,20210127T14:00:00Z,여성,38948,50.96,695,50.44,1.78
3192,20210127T14:00:00Z,80 이상,3799,4.97,770,55.88,20.27
3193,20210127T14:00:00Z,70-79,5892,7.71,383,27.79,6.5
3194,20210127T14:00:00Z,60-69,12001,15.7,164,11.90,1.37
3195,20210127T14:00:00Z,50-59,14349,18.77,45,3.27,0.31
3196,20210127T14:00:00Z,40-49,10946,14.32,10,0.73,0.09
3197,20210127T14:00:00Z,30-39,9765,12.78,6,0.44,0.06
3198,20210127T14:00:00Z,20-29,11743,15.36,0,0.00,0
3199,20210127T14:00:00Z,10-19,5051,6.61,0,0.00,0
3200,20210127T14:00:00Z,0-9,2883,3.77,0,0.00,0
3201,20210128T14:00:00Z,남성,37755,49.08,686,49.49,1.82
3202,20210128T14:00:00Z,여성,39171,50.92,700,50.51,1.79
3203,20210128T14:00:00Z,80 이상,3824,4.97,777,56.06,20.32
3204,20210128T14:00:00Z,70-79,5925,7.7,383,27.63,6.46
3205,20210128T14:00:00Z,60-69,12070,15.69,165,11.90,1.37
3206,20210128T14:00:00Z,50-59,14437,18.77,45,3.25,0.31
3207,20210128T14:00:00Z,40-49,11026,14.33,10,0.72,0.09
3208,20210128T14:00:00Z,30-39,9823,12.77,6,0.43,0.06
3209,20210128T14:00:00Z,20-29,11807,15.35,0,0.00,0
3210,20210128T14:00:00Z,10-19,5096,6.62,0,0.00,0
3211,20210128T14:00:00Z,0-9,2918,3.79,0,0.00,0
3212,20210129T14:00:00Z,남성,37970,49.06,693,49.54,1.83
3213,20210129T14:00:00Z,여성,39425,50.94,706,50.46,1.79
3214,20210129T14:00:00Z,80 이상,3867,5,784,56.04,20.27
3215,20210129T14:00:00Z,70-79,5955,7.69,389,27.81,6.53
3216,20210129T14:00:00Z,60-69,12143,15.69,165,11.79,1.36
3217,20210129T14:00:00Z,50-59,14525,18.77,45,3.22,0.31
3218,20210129T14:00:00Z,40-49,11100,14.34,10,0.71,0.09
3219,20210129T14:00:00Z,30-39,9876,12.76,6,0.43,0.06
3220,20210129T14:00:00Z,20-29,11854,15.32,0,0.00,0
3221,20210129T14:00:00Z,10-19,5135,6.63,0,0.00,0
3222,20210129T14:00:00Z,0-9,2940,3.8,0,0.00,0
3223,20210130T13:00:00Z,남성,38192,49.06,700,49.50,1.83
3224,20210130T13:00:00Z,여성,39658,50.94,714,50.50,1.8
3225,20210130T13:00:00Z,80 이상,3900,5.01,795,56.22,20.38
3226,20210130T13:00:00Z,70-79,5990,7.69,392,27.72,6.54
3227,20210130T13:00:00Z,60-69,12216,15.69,166,11.74,1.36
3228,20210130T13:00:00Z,50-59,14602,18.76,45,3.18,0.31
3229,20210130T13:00:00Z,40-49,11167,14.34,10,0.71,0.09
3230,20210130T13:00:00Z,30-39,9925,12.75,6,0.42,0.06
3231,20210130T13:00:00Z,20-29,11900,15.29,0,0.00,0
3232,20210130T13:00:00Z,10-19,5183,6.66,0,0.00,0
3233,20210130T13:00:00Z,0-9,2967,3.81,0,0.00,0
3234,20210131T14:00:00Z,남성,38375,49.07,703,49.51,1.83
3235,20210131T14:00:00Z,여성,39830,50.93,717,50.49,1.8
3236,20210131T14:00:00Z,80 이상,3926,5.02,798,56.20,20.33
3237,20210131T14:00:00Z,70-79,6010,7.68,393,27.68,6.54
3238,20210131T14:00:00Z,60-69,12273,15.69,167,11.76,1.36
3239,20210131T14:00:00Z,50-59,14676,18.77,46,3.24,0.31
3240,20210131T14:00:00Z,40-49,11213,14.34,10,0.70,0.09
3241,20210131T14:00:00Z,30-39,9974,12.75,6,0.42,0.06
3242,20210131T14:00:00Z,20-29,11946,15.28,0,0.00,0
3243,20210131T14:00:00Z,10-19,5203,6.65,0,0.00,0
3244,20210131T14:00:00Z,0-9,2984,3.82,0,0.00,0
3245,20210201T14:00:00Z,남성,38522,49.07,706,49.54,1.83
3246,20210201T14:00:00Z,여성,39986,50.93,719,50.46,1.8
3247,20210201T14:00:00Z,80 이상,3945,5.02,801,56.21,20.3
3248,20210201T14:00:00Z,70-79,6028,7.68,394,27.65,6.54
3249,20210201T14:00:00Z,60-69,12318,15.69,167,11.72,1.36
3250,20210201T14:00:00Z,50-59,14729,18.76,47,3.30,0.32
3251,20210201T14:00:00Z,40-49,11252,14.33,10,0.70,0.09
3252,20210201T14:00:00Z,30-39,10018,12.76,6,0.42,0.06
3253,20210201T14:00:00Z,20-29,11981,15.26,0,0.00,0
3254,20210201T14:00:00Z,10-19,5233,6.67,0,0.00,0
3255,20210201T14:00:00Z,0-9,3004,3.83,0,0.00,0
3256,20210202T14:00:00Z,남성,38709,49.1,709,49.41,1.83
3257,20210202T14:00:00Z,여성,40135,50.9,726,50.59,1.81
3258,20210202T14:00:00Z,80 이상,3959,5.02,809,56.38,20.43
3259,20210202T14:00:00Z,70-79,6047,7.67,394,27.46,6.52
3260,20210202T14:00:00Z,60-69,12373,15.69,167,11.64,1.35
3261,20210202T14:00:00Z,50-59,14799,18.77,47,3.28,0.32
3262,20210202T14:00:00Z,40-49,11304,14.34,12,0.84,0.11
3263,20210202T14:00:00Z,30-39,10055,12.75,6,0.42,0.06
3264,20210202T14:00:00Z,20-29,12031,15.26,0,0.00,0
3265,20210202T14:00:00Z,10-19,5263,6.68,0,0.00,0
3266,20210202T14:00:00Z,0-9,3013,3.82,0,0.00,0
3267,20210203T14:00:00Z,남성,38961,49.12,713,49.48,1.83
3268,20210203T14:00:00Z,여성,40350,50.88,728,50.52,1.8
3269,20210203T14:00:00Z,80 이상,3971,5.01,812,56.35,20.45
3270,20210203T14:00:00Z,70-79,6076,7.66,397,27.55,6.53
3271,20210203T14:00:00Z,60-69,12435,15.68,167,11.59,1.34
3272,20210203T14:00:00Z,50-59,14869,18.75,47,3.26,0.32
3273,20210203T14:00:00Z,40-49,11396,14.37,12,0.83,0.11
3274,20210203T14:00:00Z,30-39,10119,12.76,6,0.42,0.06
3275,20210203T14:00:00Z,20-29,12106,15.26,0,0.00,0
3276,20210203T14:00:00Z,10-19,5304,6.69,0,0.00,0
3277,20210203T14:00:00Z,0-9,3035,3.83,0,0.00,0
3278,20210204T14:00:00Z,남성,39172,49.11,717,49.52,1.83
3279,20210204T14:00:00Z,여성,40590,50.89,731,50.48,1.8
3280,20210204T14:00:00Z,80 이상,3997,5.01,818,56.49,20.47
3281,20210204T14:00:00Z,70-79,6113,7.66,398,27.49,6.51
3282,20210204T14:00:00Z,60-69,12504,15.68,167,11.53,1.34
3283,20210204T14:00:00Z,50-59,14944,18.74,47,3.25,0.31
3284,20210204T14:00:00Z,40-49,11472,14.38,12,0.83,0.1
3285,20210204T14:00:00Z,30-39,10183,12.77,6,0.41,0.06
3286,20210204T14:00:00Z,20-29,12156,15.24,0,0.00,0
3287,20210204T14:00:00Z,10-19,5331,6.68,0,0.00,0
3288,20210204T14:00:00Z,0-9,3062,3.84,0,0.00,0
3289,20210205T14:00:00Z,남성,39357,49.12,722,49.49,1.83
3290,20210205T14:00:00Z,여성,40774,50.88,737,50.51,1.81
3291,20210205T14:00:00Z,80 이상,4011,5.01,826,56.61,20.59
3292,20210205T14:00:00Z,70-79,6138,7.66,398,27.28,6.48
3293,20210205T14:00:00Z,60-69,12579,15.7,169,11.58,1.34
3294,20210205T14:00:00Z,50-59,15009,18.73,48,3.29,0.32
3295,20210205T14:00:00Z,40-49,11514,14.37,12,0.82,0.1
3296,20210205T14:00:00Z,30-39,10243,12.78,6,0.41,0.06
3297,20210205T14:00:00Z,20-29,12186,15.21,0,0.00,0
3298,20210205T14:00:00Z,10-19,5359,6.69,0,0.00,0
3299,20210205T14:00:00Z,0-9,3092,3.86,0,0.00,0
3300,20210206T14:00:00Z,남성,39556,49.12,724,49.45,1.83
3301,20210206T14:00:00Z,여성,40968,50.88,740,50.55,1.81
3302,20210206T14:00:00Z,80 이상,4024,5,830,56.69,20.63
3303,20210206T14:00:00Z,70-79,6168,7.66,398,27.19,6.45
3304,20210206T14:00:00Z,60-69,12642,15.7,170,11.61,1.34
3305,20210206T14:00:00Z,50-59,15086,18.73,48,3.28,0.32
3306,20210206T14:00:00Z,40-49,11574,14.37,12,0.82,0.1
3307,20210206T14:00:00Z,30-39,10284,12.77,6,0.41,0.06
3308,20210206T14:00:00Z,20-29,12239,15.2,0,0.00,0
3309,20210206T14:00:00Z,10-19,5390,6.69,0,0.00,0
3310,20210206T14:00:00Z,0-9,3117,3.87,0,0.00,0
3311,20210207T15:00:00Z,남성,39771,49.16,730,49.63,1.84
3312,20210207T15:00:00Z,여성,41124,50.84,741,50.37,1.8
3313,20210207T15:00:00Z,80 이상,4035,4.99,836,56.83,20.72
3314,20210207T15:00:00Z,70-79,6194,7.66,399,27.12,6.44
3315,20210207T15:00:00Z,60-69,12708,15.71,170,11.56,1.34
3316,20210207T15:00:00Z,50-59,15165,18.75,48,3.26,0.32
3317,20210207T15:00:00Z,40-49,11618,14.36,12,0.82,0.1
3318,20210207T15:00:00Z,30-39,10331,12.77,6,0.41,0.06
3319,20210207T15:00:00Z,20-29,12290,15.19,0,0.00,0
3320,20210207T15:00:00Z,10-19,5416,6.7,0,0.00,0
3321,20210207T15:00:00Z,0-9,3138,3.88,0,0.00,0
3322,20210208T14:00:00Z,남성,39925,49.18,732,49.66,1.83
3323,20210208T14:00:00Z,여성,41260,50.82,742,50.34,1.8
3324,20210208T14:00:00Z,80 이상,4044,4.98,837,56.78,20.7
3325,20210208T14:00:00Z,70-79,6216,7.66,401,27.20,6.45
3326,20210208T14:00:00Z,60-69,12767,15.73,170,11.53,1.33
3327,20210208T14:00:00Z,50-59,15217,18.74,48,3.26,0.32
3328,20210208T14:00:00Z,40-49,11671,14.38,12,0.81,0.1
3329,20210208T14:00:00Z,30-39,10362,12.76,6,0.41,0.06
3330,20210208T14:00:00Z,20-29,12325,15.18,0,0.00,0
3331,20210208T14:00:00Z,10-19,5426,6.68,0,0.00,0
3332,20210208T14:00:00Z,0-9,3157,3.89,0,0.00,0
3333,20210209T14:00:00Z,남성,40082,49.19,736,49.66,1.84
3334,20210209T14:00:00Z,여성,41405,50.81,746,50.34,1.8
3335,20210209T14:00:00Z,80 이상,4055,4.98,841,56.75,20.74
3336,20210209T14:00:00Z,70-79,6244,7.66,404,27.26,6.47
3337,20210209T14:00:00Z,60-69,12805,15.71,170,11.47,1.33
3338,20210209T14:00:00Z,50-59,15276,18.75,49,3.31,0.32
3339,20210209T14:00:00Z,40-49,11723,14.39,12,0.81,0.1
3340,20210209T14:00:00Z,30-39,10403,12.77,6,0.40,0.06
3341,20210209T14:00:00Z,20-29,12358,15.17,0,0.00,0
3342,20210209T14:00:00Z,0-9,3172,3.89,0,0.00,0
3343,20210210T14:00:00Z,남성,40330,49.22,739,49.73,1.83
3344,20210210T14:00:00Z,여성,41600,50.78,747,50.27,1.8
3345,20210210T14:00:00Z,80 이상,4065,4.96,844,56.80,20.76
3346,20210210T14:00:00Z,70-79,6274,7.66,404,27.19,6.44
3347,20210210T14:00:00Z,60-69,12859,15.7,171,11.51,1.33
3348,20210210T14:00:00Z,50-59,15360,18.75,49,3.30,0.32
3349,20210210T14:00:00Z,40-49,11793,14.39,12,0.81,0.1
3350,20210210T14:00:00Z,30-39,10471,12.78,6,0.40,0.06
3351,20210210T14:00:00Z,20-29,12411,15.15,0,0.00,0
3352,20210210T14:00:00Z,10-19,5503,6.72,0,0.00,0
3353,20210210T14:00:00Z,0-9,3194,3.9,0,0.00,0
3354,20210211T14:00:00Z,남성,40576,49.22,745,49.80,1.84
3355,20210211T14:00:00Z,여성,41858,50.78,751,50.20,1.79
3356,20210211T14:00:00Z,80 이상,4090,4.96,850,56.82,20.78
3357,20210211T14:00:00Z,70-79,6315,7.66,407,27.21,6.44
3358,20210211T14:00:00Z,60-69,12950,15.71,172,11.50,1.33
3359,20210211T14:00:00Z,50-59,15457,18.75,49,3.28,0.32
3360,20210211T14:00:00Z,40-49,11857,14.38,12,0.80,0.1
3361,20210211T14:00:00Z,30-39,10532,12.78,6,0.40,0.06
3362,20210211T14:00:00Z,20-29,12481,15.14,0,0.00,0
3363,20210211T14:00:00Z,10-19,5531,6.71,0,0.00,0
3364,20210211T14:00:00Z,0-9,3221,3.91,0,0.00,0
3365,20210212T14:00:00Z,남성,40776,49.22,749,49.70,1.84
3366,20210212T14:00:00Z,여성,42061,50.78,758,50.30,1.8
3367,20210212T14:00:00Z,80 이상,4102,4.95,857,56.87,20.89
3368,20210212T14:00:00Z,70-79,6353,7.67,409,27.14,6.44
3369,20210212T14:00:00Z,60-69,13022,15.72,174,11.55,1.34
3370,20210212T14:00:00Z,50-59,15533,18.75,49,3.25,0.32
3371,20210212T14:00:00Z,40-49,11904,14.37,12,0.80,0.1
3372,20210212T14:00:00Z,30-39,10596,12.79,6,0.40,0.06
3373,20210212T14:00:00Z,20-29,12525,15.12,0,0.00,0
3374,20210212T14:00:00Z,10-19,5561,6.71,0,0.00,0
3375,20210212T14:00:00Z,0-9,3241,3.91,0,0.00,0
3376,20210214T15:00:00Z,남성,41123,49.23,756,49.67,1.84
3377,20210214T15:00:00Z,여성,42402,50.77,766,50.33,1.81
3378,20210214T15:00:00Z,80 이상,4134,4.95,865,56.83,20.92
3379,20210214T15:00:00Z,70-79,6426,7.69,414,27.20,6.44
3380,20210214T15:00:00Z,60-69,13130,15.72,175,11.50,1.33
3381,20210214T15:00:00Z,50-59,15639,18.72,49,3.22,0.31
3382,20210214T15:00:00Z,40-49,11993,14.36,12,0.79,0.1
3383,20210214T15:00:00Z,30-39,10685,12.79,6,0.39,0.06
3384,20210214T15:00:00Z,20-29,12630,15.12,1,0.07,0.01
3385,20210214T15:00:00Z,10-19,5606,6.71,0,0.00,0
3386,20210214T15:00:00Z,0-9,3282,3.93,0,0.00,0
3387,20210215T14:00:00Z,남성,41290,49.23,758,49.64,1.84
3388,20210215T14:00:00Z,여성,42579,50.77,769,50.36,1.81
3389,20210215T14:00:00Z,80 이상,4155,4.95,868,56.84,20.89
3390,20210215T14:00:00Z,70-79,6458,7.7,414,27.11,6.41
3391,20210215T14:00:00Z,60-69,13181,15.72,176,11.53,1.34
3392,20210215T14:00:00Z,50-59,15692,18.71,50,3.27,0.32
3393,20210215T14:00:00Z,40-49,12040,14.36,12,0.79,0.1
3394,20210215T14:00:00Z,30-39,10734,12.8,6,0.39,0.06
3395,20210215T14:00:00Z,20-29,12673,15.11,1,0.07,0.01
3396,20210215T14:00:00Z,10-19,5635,6.72,0,0.00,0
3397,20210215T14:00:00Z,0-9,3301,3.94,0,0.00,0
3398,20210216T14:00:00Z,남성,41537,49.26,762,49.67,1.83
3399,20210216T14:00:00Z,여성,42788,50.74,772,50.33,1.8
3400,20210216T14:00:00Z,80 이상,4170,4.95,872,56.84,20.91
3401,20210216T14:00:00Z,70-79,6485,7.69,417,27.18,6.43
3402,20210216T14:00:00Z,60-69,13248,15.71,176,11.47,1.33
3403,20210216T14:00:00Z,50-59,15765,18.7,50,3.26,0.32
3404,20210216T14:00:00Z,40-49,12118,14.37,12,0.78,0.1
3405,20210216T14:00:00Z,30-39,10810,12.82,6,0.39,0.06
3406,20210216T14:00:00Z,20-29,12737,15.1,1,0.07,0.01
3407,20210216T14:00:00Z,10-19,5666,6.72,0,0.00,0
3408,20210216T14:00:00Z,0-9,3326,3.94,0,0.00,0
3409,20210217T14:00:00Z,남성,41842,49.26,764,49.67,1.83
3410,20210217T14:00:00Z,여성,43104,50.74,774,50.33,1.8
3411,20210217T14:00:00Z,80 이상,4185,4.93,874,56.83,20.88
3412,20210217T14:00:00Z,70-79,6521,7.68,418,27.18,6.41
3413,20210217T14:00:00Z,60-69,13343,15.71,177,11.51,1.33
3414,20210217T14:00:00Z,50-59,15865,18.68,50,3.25,0.32
3415,20210217T14:00:00Z,40-49,12205,14.37,12,0.78,0.1
3416,20210217T14:00:00Z,30-39,10933,12.87,6,0.39,0.05
3417,20210217T14:00:00Z,20-29,12831,15.1,1,0.07,0.01
3418,20210217T14:00:00Z,10-19,5705,6.72,0,0.00,0
3419,20210217T14:00:00Z,0-9,3358,3.95,0,0.00,0
3420,20201009T14:00:00Z,남성,11349,46.37,229,53.50,2.02
3421,20201009T14:00:00Z,여성,13127,53.63,199,46.50,1.52
3422,20201009T14:00:00Z,80 이상,1004,4.1,215,50.23,21.41
3423,20201009T14:00:00Z,70-79,1978,8.08,141,32.94,7.13
3424,20201009T14:00:00Z,60-69,3911,15.98,46,10.75,1.18
3425,20201009T14:00:00Z,50-59,4532,18.52,20,4.67,0.44
